Date,Region,New_Tests,Total_Tests,Avg_Testing_Rate,Positivity,Turn_Around,Tests_epi_week
2022-03-10,BC,5888,5760006,5090.142857142857,7.44,11.1,34611
2022-03-10,Fraser,2264,2562450,1889.5714285714287,5.07,11.8,12932
2022-03-10,Interior,830,720105,747.8571428571429,12.34,9,4904
2022-03-10,Northern,297,207397,280.85714285714283,13.73,7.4,1889
2022-03-10,Unknown,12,27807,14,0,0,98
2022-03-10,Vancouver Coastal,2135,1668334,1800.857142857143,4.39,11.3,12411
2022-03-10,Vancouver Island,350,573913,357,19.65,11.7,2377
2022-03-11,BC,4466,5764472,4945.857142857143,7.33,8.9,34611
2022-03-11,Fraser,1802,2564252,1849.857142857143,5.14,9.3,12932
2022-03-11,Interior,591,720696,717.1428571428571,12.15,8.3,4904
2022-03-11,Northern,291,207688,272.14285714285717,12.65,5,1889
2022-03-11,Unknown,9,27816,14.142857142857142,0,28.5,98
2022-03-11,Vancouver Coastal,1468,1669802,1748.142857142857,4.4,7.9,12411
2022-03-11,Vancouver Island,305,574218,344.42857142857144,19.37,14,2377
2022-03-12,BC,4606,5769078,4944.428571428572,6.99,11.2,34611
2022-03-12,Fraser,1838,2566090,1847.4285714285713,4.98,11.3,12932
2022-03-12,Interior,473,721169,700.5714285714286,11.62,10.6,4904
2022-03-12,Northern,223,207911,269.85714285714283,12.18,5.9,1889
2022-03-12,Unknown,4,27820,14,0,0,98
2022-03-12,Vancouver Coastal,1768,1671570,1773,4.23,8.6,12411
2022-03-12,Vancouver Island,300,574518,339.57142857142856,18.34,15.5,2377
2022-03-13,BC,2556,5771634,4828.428571428572,6.9,10.1,31064
2022-03-13,Fraser,959,2567049,1796,4.93,10.8,12216
2022-03-13,Interior,398,721567,690,11.45,8.1,3989
2022-03-13,Northern,215,208126,268.7142857142857,13.02,6.6,1707
2022-03-13,Unknown,2,27822,12,0,0,71
2022-03-13,Vancouver Coastal,765,1672335,1734.7142857142858,4.24,9.8,11077
2022-03-13,Vancouver Island,217,574735,327,17.08,13.7,2004
2022-03-14,BC,4055,5775689,4808,6.66,9.7,31064
2022-03-14,Fraser,1479,2568528,1823.5714285714287,4.87,10.8,12216
2022-03-14,Interior,730,722297,666.4285714285714,11.38,8.7,3989
2022-03-14,Northern,275,208401,270.14285714285717,12.37,3.6,1707
2022-03-14,Unknown,21,27843,11.285714285714286,0,0,71
2022-03-14,Vancouver Coastal,1295,1673630,1716.142857142857,4.12,7.1,11077
2022-03-14,Vancouver Island,255,574990,320.42857142857144,15.65,12.8,2004
2022-03-15,BC,5547,5781236,4776.142857142857,6.42,9.3,31064
2022-03-15,Fraser,1970,2570498,1797.5714285714287,4.86,10.2,12216
2022-03-15,Interior,794,723091,660.2857142857143,11.62,8.8,3989
2022-03-15,Northern,249,208650,267.2857142857143,11.81,4.2,1707
2022-03-15,Unknown,8,27851,10.714285714285714,0,0,71
2022-03-15,Vancouver Coastal,2256,1675886,1738.2857142857142,3.91,7.5,11077
2022-03-15,Vancouver Island,270,575260,302,13.91,11.8,2004
2022-03-16,BC,5383,5786619,4643,6.2,10,31064
2022-03-16,Fraser,2185,2572683,1785.2857142857142,4.7,10.5,12216
2022-03-16,Interior,597,723688,630.4285714285714,10.99,7.7,3989
2022-03-16,Northern,280,208930,261.42857142857144,10.6,8.6,1707
2022-03-16,Unknown,16,27867,10.285714285714286,0,0,71
2022-03-16,Vancouver Coastal,1972,1677858,1665.5714285714287,4.01,10.6,11077
2022-03-16,Vancouver Island,333,575593,290,13.55,12,2004
2022-03-17,BC,5036,5791655,4521.285714285715,6.03,10.2,31064
2022-03-17,Fraser,1979,2574662,1744.5714285714287,4.59,10.7,12216
2022-03-17,Interior,677,724365,608.5714285714286,11.15,9.2,3989
2022-03-17,Northern,242,209172,253.57142857142858,9.52,4.1,1707
2022-03-17,Unknown,12,27879,10.285714285714286,0,0,71
2022-03-17,Vancouver Coastal,1784,1679642,1615.4285714285713,3.74,8.5,11077
2022-03-17,Vancouver Island,342,575935,288.85714285714283,13.5,13,2004
2022-03-18,BC,4143,5795798,4475.142857142857,5.83,9.2,31064
2022-03-18,Fraser,1709,2576371,1731.2857142857142,4.31,9.4,12216
2022-03-18,Interior,435,724800,586.2857142857143,11.14,8.9,3989
2022-03-18,Northern,274,209446,251.14285714285714,9.5,9.5,1707
2022-03-18,Unknown,9,27888,10.285714285714286,0,18,71
2022-03-18,Vancouver Coastal,1392,1681034,1604.5714285714287,3.51,6.3,11077
2022-03-18,Vancouver Island,324,576259,291.57142857142856,13.57,14.6,2004
2022-03-19,BC,4344,5800142,4437.714285714285,5.84,10.4,31064
2022-03-19,Fraser,1935,2578306,1745.142857142857,4.29,11.2,12216
2022-03-19,Interior,358,725158,569.8571428571429,11.78,8.9,3989
2022-03-19,Northern,172,209618,243.85714285714286,9.67,8.8,1707
2022-03-19,Unknown,3,27891,10.142857142857142,0,11.8,71
2022-03-19,Vancouver Coastal,1613,1682647,1582.4285714285713,3.39,9.5,11077
2022-03-19,Vancouver Island,263,576522,286.2857142857143,13.52,10.7,2004
2022-03-20,BC,3008,5803150,4502.285714285715,5.61,9.6,29127
2022-03-20,Fraser,1282,2579588,1791.2857142857142,4.02,10.7,12233
2022-03-20,Interior,293,725451,554.8571428571429,12.05,9.6,3151
2022-03-20,Northern,191,209809,240.42857142857142,8.97,3.7,1453
2022-03-20,Unknown,6,27897,10.714285714285714,0,0,73
2022-03-20,Vancouver Coastal,1010,1683657,1617.4285714285713,3.25,7.5,10113
2022-03-20,Vancouver Island,226,576748,287.57142857142856,13.26,12,2104
2022-03-21,BC,3634,5806784,4442.142857142857,5.75,9.1,29127
2022-03-21,Fraser,1273,2580861,1761.857142857143,3.91,10.2,12233
2022-03-21,Interior,522,725973,525.1428571428571,12.87,7.9,3151
2022-03-21,Northern,263,210072,238.71428571428572,9.1,6.4,1453
2022-03-21,Unknown,20,27917,10.571428571428571,0,0,73
2022-03-21,Vancouver Coastal,1281,1684938,1615.4285714285713,3.44,7.3,10113
2022-03-21,Vancouver Island,275,577023,290.42857142857144,13.92,13,2104
2022-03-22,BC,4724,5811508,4324.571428571428,5.99,9,29127
2022-03-22,Fraser,1968,2582829,1761.5714285714287,3.87,9.4,12233
2022-03-22,Interior,512,726485,484.85714285714283,13.02,8.5,3151
2022-03-22,Northern,205,210277,232.42857142857142,9.59,7.8,1453
2022-03-22,Unknown,10,27927,10.857142857142858,0,0,73
2022-03-22,Vancouver Coastal,1705,1686643,1536.7142857142858,3.86,7.1,10113
2022-03-22,Vancouver Island,324,577347,298.14285714285717,15.05,10.8,2104
2022-03-23,BC,4982,5816490,4267.285714285715,6.18,9.2,29127
2022-03-23,Fraser,2246,2585075,1770.2857142857142,3.92,9.3,12233
2022-03-23,Interior,546,727031,477.57142857142856,13.85,8.7,3151
2022-03-23,Northern,226,210503,224.71428571428572,10.3,6.9,1453
2022-03-23,Unknown,10,27937,10,0,0,73
2022-03-23,Vancouver Coastal,1587,1688230,1481.7142857142858,3.8,7.9,10113
2022-03-23,Vancouver Island,367,577714,303,15.61,12.5,2104
2022-03-24,BC,4830,5821320,4237.857142857143,6.3,9.2,29127
2022-03-24,Fraser,1984,2587059,1771,3.94,10.1,12233
2022-03-24,Interior,575,727606,463,14.38,7.5,3151
2022-03-24,Northern,212,210715,220.42857142857142,10.82,7.9,1453
2022-03-24,Unknown,11,27948,9.857142857142858,0,0,73
2022-03-24,Vancouver Coastal,1721,1689951,1472.7142857142858,3.96,8.8,10113
2022-03-24,Vancouver Island,327,578041,300.85714285714283,15.67,13.5,2104
2022-03-25,BC,3743,5825063,4180.714285714285,6.4,9.8,29127
2022-03-25,Fraser,1491,2588550,1739.857142857143,3.92,10.8,12233
2022-03-25,Interior,346,727952,450.2857142857143,14.78,7.4,3151
2022-03-25,Northern,212,210927,211.57142857142858,11.21,9.3,1453
2022-03-25,Unknown,9,27957,9.857142857142858,0,0,73
2022-03-25,Vancouver Coastal,1386,1691337,1471.857142857143,4,8.2,10113
2022-03-25,Vancouver Island,299,578340,297.2857142857143,16.48,15.5,2104
2022-03-26,BC,4206,5829269,4161,6.58,11.4,29127
2022-03-26,Fraser,1989,2590539,1747.5714285714287,3.86,12.7,12233
2022-03-26,Interior,357,728309,450.14285714285717,14.63,8.2,3151
2022-03-26,Northern,144,211071,207.57142857142858,11.42,7.7,1453
2022-03-26,Unknown,7,27964,10.428571428571429,0,0,73
2022-03-26,Vancouver Coastal,1423,1692760,1444.7142857142858,4.24,10.5,10113
2022-03-26,Vancouver Island,286,578626,300.57142857142856,18.06,14.3,2104
2022-03-27,BC,2905,5832174,4146.285714285715,6.68,9.9,29669
2022-03-27,Fraser,1110,2591649,1723,3.93,11.1,12591
2022-03-27,Interior,257,728566,445,14.45,7.6,3290
2022-03-27,Northern,183,211254,206.42857142857142,11.49,6.6,1401
2022-03-27,Unknown,7,27971,10.571428571428571,0,0,64
2022-03-27,Vancouver Coastal,1095,1693855,1456.857142857143,4.41,6.8,9956
2022-03-27,Vancouver Island,253,578879,304.42857142857144,18.16,12.6,2367
2022-03-28,BC,3617,5835791,4143.857142857143,6.79,9.4,29669
2022-03-28,Fraser,1333,2592982,1731.5714285714287,4.18,10,12591
2022-03-28,Interior,550,729116,449,13.78,8.2,3290
2022-03-28,Northern,255,211509,205.28571428571428,11.2,7.7,1401
2022-03-28,Unknown,15,27986,9.857142857142858,0,17.5,64
2022-03-28,Vancouver Coastal,1171,1695026,1441.142857142857,4.56,8.7,9956
2022-03-28,Vancouver Island,293,579172,307,18.52,11.3,2367
2022-03-29,BC,5127,5840918,4201.428571428572,6.88,9.8,29669
2022-03-29,Fraser,2301,2595283,1779.142857142857,4.26,10.2,12591
2022-03-29,Interior,528,729644,451.2857142857143,14.62,8.5,3290
2022-03-29,Northern,193,211702,203.57142857142858,11.02,5.9,1401
2022-03-29,Unknown,8,27994,9.571428571428571,0,0,64
2022-03-29,Vancouver Coastal,1765,1696791,1449.7142857142858,4.52,9,9956
2022-03-29,Vancouver Island,332,579504,308.14285714285717,18.54,15.2,2367
2022-03-30,BC,5322,5846240,4250,6.76,10.3,29669
2022-03-30,Fraser,2239,2597522,1778.142857142857,4.15,10.9,12591
2022-03-30,Interior,584,730228,456.7142857142857,13.98,8.9,3290
2022-03-30,Northern,225,211927,203.42857142857142,10.18,7.9,1401
2022-03-30,Unknown,15,28009,10.285714285714286,0,0,64
2022-03-30,Vancouver Coastal,1833,1698624,1484.857142857143,4.63,9,9956
2022-03-30,Vancouver Island,426,579930,316.57142857142856,18.19,14,2367
2022-03-31,BC,4830,5851070,4250,7.15,10.1,29669
2022-03-31,Fraser,2125,2599647,1798.2857142857142,4.31,10,12591
2022-03-31,Interior,633,730861,465,14.78,10.3,3290
2022-03-31,Northern,201,212128,201.85714285714286,10.69,8.5,1401
2022-03-31,Unknown,12,28021,10.428571428571429,0,4,64
2022-03-31,Vancouver Coastal,1512,1700136,1455,5.15,10.3,9956
2022-03-31,Vancouver Island,347,580277,319.42857142857144,18.29,13,2367
2022-04-01,BC,3574,5854644,4225.857142857143,7.44,10.8,29669
2022-04-01,Fraser,1537,2601184,1804.857142857143,4.57,11.3,12591
2022-04-01,Interior,377,731238,469.42857142857144,14.79,9.1,3290
2022-04-01,Northern,179,212307,197.14285714285714,10.87,8.5,1401
2022-04-01,Unknown,1,28022,9.285714285714286,0,0,64
2022-04-01,Vancouver Coastal,1121,1701257,1417.142857142857,5.53,9.9,9956
2022-04-01,Vancouver Island,359,580636,328,18.29,15,2367
2022-04-02,BC,4294,5858938,4238.428571428572,7.39,10.4,29669
2022-04-02,Fraser,1946,2603130,1798.7142857142858,4.71,10.6,12591
2022-04-02,Interior,361,731599,470,14.41,8.6,3290
2022-04-02,Northern,165,212472,200.14285714285714,10.49,4.6,1401
2022-04-02,Unknown,6,28028,9.142857142857142,0,0,64
2022-04-02,Vancouver Coastal,1459,1702716,1422.2857142857142,5.57,11.3,9956
2022-04-02,Vancouver Island,357,580993,338.14285714285717,17.19,12.4,2367
2022-04-03,BC,3080,5862018,4263.428571428572,7.7,10.5,29775
2022-04-03,Fraser,1387,2604517,1838.2857142857142,5.12,10.7,13095
2022-04-03,Interior,339,731938,481.7142857142857,15.09,11.6,3323
2022-04-03,Northern,110,212582,189.71428571428572,10.47,5.6,1232
2022-04-03,Unknown,8,28036,9.285714285714286,0,0,86
2022-04-03,Vancouver Coastal,957,1703673,1402.5714285714287,5.78,8.5,9777
2022-04-03,Vancouver Island,279,581272,341.85714285714283,16.97,11.7,2262
2022-04-04,BC,3294,5865312,4217.285714285715,7.84,9.7,29775
2022-04-04,Fraser,1270,2605787,1829.2857142857142,5.27,10.8,13095
2022-04-04,Interior,545,732483,481,15.98,8,3323
2022-04-04,Northern,206,212788,182.71428571428572,10.24,7.1,1232
2022-04-04,Unknown,27,28063,11,0,0,86
2022-04-04,Vancouver Coastal,958,1704631,1372.142857142857,5.75,7.7,9777
2022-04-04,Vancouver Island,288,581560,341.14285714285717,16.75,10.4,2262
2022-04-05,BC,4544,5869856,4134,7.86,10.3,29775
2022-04-05,Fraser,2103,2607890,1801,5.29,11.2,13095
2022-04-05,Interior,452,732935,470.14285714285717,16.07,8.2,3323
2022-04-05,Northern,196,212984,183.14285714285714,10.92,7.2,1232
2022-04-05,Unknown,9,28072,11.142857142857142,0,0,86
2022-04-05,Vancouver Coastal,1523,1706154,1337.5714285714287,5.75,8.6,9777
2022-04-05,Vancouver Island,261,581821,331,16.62,15,2262
2022-04-06,BC,4858,5874714,4067.714285714286,8.19,11.2,29775
2022-04-06,Fraser,2227,2610117,1799.2857142857142,5.63,11.9,13095
2022-04-06,Interior,475,733410,454.57142857142856,17,8.9,3323
2022-04-06,Northern,149,213133,172.28571428571428,10.53,9,1232
2022-04-06,Unknown,12,28084,10.714285714285714,0,0,86
2022-04-06,Vancouver Coastal,1645,1707799,1310.7142857142858,6.01,11.5,9777
2022-04-06,Vancouver Island,350,582171,320.14285714285717,17.54,14.6,2262
2022-04-07,BC,5582,5880296,4175.142857142857,7.94,12.1,29775
2022-04-07,Fraser,2298,2612415,1824,5.58,16.6,13095
2022-04-07,Interior,691,734101,462.85714285714283,15.9,9.1,3323
2022-04-07,Northern,246,213379,178.71428571428572,10.15,8.8,1232
2022-04-07,Unknown,21,28105,12,0,28.2,86
2022-04-07,Vancouver Coastal,1865,1709664,1361.142857142857,5.8,10.3,9777
2022-04-07,Vancouver Island,461,582632,336.42857142857144,17.11,13.3,2262
2022-04-08,BC,4142,5884438,4256.285714285715,7.91,10.4,29775
2022-04-08,Fraser,1826,2614241,1865.2857142857142,5.69,11.2,13095
2022-04-08,Interior,464,734565,475.2857142857143,16.65,9.1,3323
2022-04-08,Northern,175,213554,178.14285714285714,10.34,5.2,1232
2022-04-08,Unknown,7,28112,12.857142857142858,0,0,86
2022-04-08,Vancouver Coastal,1343,1711007,1392.857142857143,5.54,9.6,9777
2022-04-08,Vancouver Island,327,582959,331.85714285714283,16.44,14.4,2262
2022-04-09,BC,4275,5888713,4253.571428571428,8.13,12,29775
2022-04-09,Fraser,1984,2616225,1870.7142857142858,5.8,12.3,13095
2022-04-09,Interior,357,734922,474.7142857142857,17.39,11.8,3323
2022-04-09,Northern,150,213704,176,12.09,5.9,1232
2022-04-09,Unknown,2,28114,12.285714285714286,0,0,86
2022-04-09,Vancouver Coastal,1486,1712493,1396.7142857142858,5.53,10.5,9777
2022-04-09,Vancouver Island,296,583255,323.14285714285717,16.98,14.7,2262
2022-04-10,BC,3089,5891802,4254.857142857143,8.21,10.9,27028
2022-04-10,Fraser,1312,2617537,1860,5.84,12,11812
2022-04-10,Interior,315,735237,471.2857142857143,17.91,7.8,3160
2022-04-10,Northern,131,213835,179,12.21,6.7,1155
2022-04-10,Unknown,9,28123,12.428571428571429,0,0,64
2022-04-10,Vancouver Coastal,1036,1713529,1408,5.58,9.7,8650
2022-04-10,Vancouver Island,286,583541,324.14285714285717,16.84,12.9,2187
2022-04-11,BC,3087,5894889,4225.285714285715,8.2,9.2,27028
2022-04-11,Fraser,1236,2618773,1855.142857142857,5.68,9.9,11812
2022-04-11,Interior,459,735696,459,18.11,8.7,3160
2022-04-11,Northern,204,214039,178.71428571428572,13.43,7.6,1155
2022-04-11,Unknown,16,28139,10.857142857142858,0,0,64
2022-04-11,Vancouver Coastal,932,1714461,1404.2857142857142,5.72,8.1,8650
2022-04-11,Vancouver Island,240,583781,317.2857142857143,16.7,12.6,2187
2022-04-12,BC,4547,5899436,4225.714285714285,8.61,11.1,27028
2022-04-12,Fraser,1917,2620690,1828.5714285714287,6.09,11,11812
2022-04-12,Interior,545,736241,472.2857142857143,18.27,14.9,3160
2022-04-12,Northern,134,214173,169.85714285714286,14.3,6.5,1155
2022-04-12,Unknown,12,28151,11.285714285714286,0,0,64
2022-04-12,Vancouver Coastal,1621,1716082,1418.2857142857142,6.02,9.2,8650
2022-04-12,Vancouver Island,318,584099,325.42857142857144,17.12,15.4,2187
2022-04-13,BC,4865,5904301,4226.714285714285,8.71,11.1,27028
2022-04-13,Fraser,2025,2622715,1799.7142857142858,6.02,12.1,11812
2022-04-13,Interior,604,736845,490.7142857142857,18.92,8.9,3160
2022-04-13,Northern,182,214355,174.57142857142858,15.3,6.8,1155
2022-04-13,Unknown,12,28163,11.285714285714286,0,24.3,64
2022-04-13,Vancouver Coastal,1670,1717752,1421.857142857143,5.94,8.3,8650
2022-04-13,Vancouver Island,372,584471,328.57142857142856,16.74,15.7,2187
2022-04-14,BC,4550,5908851,4079.285714285714,9.23,10.6,27028
2022-04-14,Fraser,2087,2624802,1769.5714285714287,6.64,11.1,11812
2022-04-14,Interior,534,737379,468.2857142857143,20.04,9.5,3160
2022-04-14,Northern,197,214552,167.57142857142858,16.45,8.9,1155
2022-04-14,Unknown,11,28174,9.857142857142858,0,0,64
2022-04-14,Vancouver Coastal,1357,1719109,1349.2857142857142,5.98,9.9,8650
2022-04-14,Vancouver Island,364,584835,314.7142857142857,18.02,13.4,2187
2022-04-15,BC,3997,5912848,4058.5714285714284,9.3,11.5,27028
2022-04-15,Fraser,1907,2626709,1781.142857142857,6.58,12.6,11812
2022-04-15,Interior,403,737782,459.57142857142856,20.42,9.8,3160
2022-04-15,Northern,147,214699,163.57142857142858,17.03,7,1155
2022-04-15,Unknown,2,28176,9.142857142857142,0,0,64
2022-04-15,Vancouver Coastal,1165,1720274,1323.857142857143,6.02,7.9,8650
2022-04-15,Vancouver Island,373,585208,321.2857142857143,18.23,13.1,2187
2022-04-16,BC,2893,5915741,3861.1428571428573,9.76,11.6,27028
2022-04-16,Fraser,1328,2628037,1687.4285714285713,7.05,12.1,11812
2022-04-16,Interior,300,738082,451.42857142857144,20.63,13.7,3160
2022-04-16,Northern,160,214859,165,15.58,7.5,1155
2022-04-16,Unknown,2,28178,9.142857142857142,0,0,64
2022-04-16,Vancouver Coastal,869,1721143,1235.7142857142858,6.31,7.8,8650
2022-04-16,Vancouver Island,234,585442,312.42857142857144,19.3,13.1,2187
2022-04-17,BC,2820,5918561,3822.714285714286,9.78,10.9,27113
2022-04-17,Fraser,1236,2629273,1676.5714285714287,7,11.1,12374
2022-04-17,Interior,307,738389,450.2857142857143,20.4,13.4,3249
2022-04-17,Northern,146,215005,167.14285714285714,16.15,3.5,1229
2022-04-17,Unknown,4,28182,8.428571428571429,0,0,72
2022-04-17,Vancouver Coastal,925,1722068,1219.857142857143,6.34,8.9,8139
2022-04-17,Vancouver Island,202,585644,300.42857142857144,19.83,11,2050
2022-04-18,BC,3020,5921581,3813.1428571428573,9.88,11.4,27113
2022-04-18,Fraser,1329,2630602,1689.857142857143,7.35,11.9,12374
2022-04-18,Interior,409,738798,443.14285714285717,20.79,12.4,3249
2022-04-18,Northern,178,215183,163.42857142857142,15.65,3.5,1229
2022-04-18,Unknown,17,28199,8.571428571428571,0,0,72
2022-04-18,Vancouver Coastal,869,1722937,1210.857142857143,6.16,8.9,8139
2022-04-18,Vancouver Island,218,585862,297.2857142857143,19.94,11.7,2050
2022-04-19,BC,4178,5925759,3760.4285714285716,10.48,10.7,27113
2022-04-19,Fraser,1920,2632522,1690.2857142857142,8.42,11.7,12374
2022-04-19,Interior,552,739350,444.14285714285717,20.84,8,3249
2022-04-19,Northern,165,215348,167.85714285714286,14.64,8.1,1229
2022-04-19,Unknown,14,28213,8.857142857142858,0,0,72
2022-04-19,Vancouver Coastal,1168,1724105,1146.142857142857,6.33,8.4,8139
2022-04-19,Vancouver Island,359,586221,303.14285714285717,20.08,13.6,2050
2022-04-20,BC,4383,5930142,3691.5714285714284,10.98,10.5,27113
2022-04-20,Fraser,2005,2634527,1687.4285714285713,8.91,11.4,12374
2022-04-20,Interior,469,739819,424.85714285714283,20.81,7.7,3249
2022-04-20,Northern,177,215525,167.14285714285714,14.87,5.6,1229
2022-04-20,Unknown,12,28225,8.857142857142858,0,0,72
2022-04-20,Vancouver Coastal,1341,1725446,1099.142857142857,6.78,9.1,8139
2022-04-20,Vancouver Island,379,586600,304.14285714285717,21.61,15.5,2050
2022-04-21,BC,4772,5934914,3723.285714285714,11.12,11.1,27113
2022-04-21,Fraser,2142,2636669,1695.2857142857142,8.86,11,12374
2022-04-21,Interior,637,740456,439.57142857142856,20.93,11.2,3249
2022-04-21,Northern,213,215738,169.42857142857142,14.76,8,1229
2022-04-21,Unknown,12,28237,9,0,0,72
2022-04-21,Vancouver Coastal,1336,1726782,1096.142857142857,7.18,11.2,8139
2022-04-21,Vancouver Island,432,587032,313.85714285714283,21.17,14,2050
2022-04-22,BC,4483,5939397,3792.714285714286,11.29,12.8,27113
2022-04-22,Fraser,2035,2638704,1713.5714285714287,9.5,13.6,12374
2022-04-22,Interior,510,740966,454.85714285714283,20.01,10.8,3249
2022-04-22,Northern,201,215939,177.14285714285714,14.11,7.6,1229
2022-04-22,Unknown,6,28243,9.571428571428571,0,11.6,72
2022-04-22,Vancouver Coastal,1424,1728206,1133.142857142857,7.31,10.6,8139
2022-04-22,Vancouver Island,307,587339,304.42857142857144,21.21,14,2050
2022-04-23,BC,3457,5942854,3873.285714285714,10.95,12.5,27113
2022-04-23,Fraser,1707,2640411,1767.7142857142858,9.29,13.8,12374
2022-04-23,Interior,365,741331,464.14285714285717,20.16,11.2,3249
2022-04-23,Northern,149,216088,175.57142857142858,13.26,5.3,1229
2022-04-23,Unknown,7,28250,10.285714285714286,0,38.6,72
2022-04-23,Vancouver Coastal,1076,1729282,1162.7142857142858,7.25,9.3,8139
2022-04-23,Vancouver Island,153,587492,292.85714285714283,19.32,15.3,2050
2022-04-24,BC,3016,5945870,3901.285714285714,11.05,13.3,27377
2022-04-24,Fraser,1152,2641563,1755.7142857142858,9.41,13.4,12016
2022-04-24,Interior,262,741593,457.7142857142857,20.13,9.9,2935
2022-04-24,Northern,155,216243,176.85714285714286,12.36,3.8,1174
2022-04-24,Unknown,2,28252,10,0,0,61
2022-04-24,Vancouver Coastal,962,1730244,1168,7.2,9,8865
2022-04-24,Vancouver Island,483,587975,333,19.73,19.4,2326
2022-04-25,BC,3506,5949376,3970.714285714286,11.35,10.7,27377
2022-04-25,Fraser,1488,2643051,1778.4285714285713,9.81,11.3,12016
2022-04-25,Interior,420,742013,459.2857142857143,20.68,10,2935
2022-04-25,Northern,179,216422,177,12.75,9.5,1174
2022-04-25,Unknown,17,28269,10,0,0,61
2022-04-25,Vancouver Coastal,1092,1731336,1199.857142857143,7.37,7.8,8865
2022-04-25,Vancouver Island,310,588285,346.14285714285717,19.77,13.8,2326
2022-04-26,BC,4451,5953827,4009.714285714286,11.09,10.1,27377
2022-04-26,Fraser,1917,2644968,1778,9.17,9.9,12016
2022-04-26,Interior,603,742616,466.57142857142856,20.82,12.9,2935
2022-04-26,Northern,157,216579,175.85714285714286,12.92,4.7,1174
2022-04-26,Unknown,11,28280,9.571428571428571,0,0,61
2022-04-26,Vancouver Coastal,1438,1732774,1238.4285714285713,7.36,8.5,8865
2022-04-26,Vancouver Island,325,588610,341.2857142857143,20.34,14,2326
2022-04-27,BC,4656,5958483,4048.714285714286,10.95,10.8,27377
2022-04-27,Fraser,2022,2646990,1780.4285714285713,9.47,11.2,12016
2022-04-27,Interior,459,743075,465.14285714285717,20.27,10.2,2935
2022-04-27,Northern,161,216740,173.57142857142858,12.67,5.4,1174
2022-04-27,Unknown,15,28295,10,0,0,61
2022-04-27,Vancouver Coastal,1639,1734413,1281,7.09,8.4,8865
2022-04-27,Vancouver Island,360,588970,338.57142857142856,19.54,15.5,2326
2022-04-28,BC,4407,5962890,3996.5714285714284,11.23,10.4,27377
2022-04-28,Fraser,1874,2648864,1742.142857142857,10.38,11,12016
2022-04-28,Interior,488,743563,443.85714285714283,20.28,9.1,2935
2022-04-28,Northern,212,216952,173.42857142857142,12.27,4.9,1174
2022-04-28,Unknown,9,28304,9.571428571428571,0,3,61
2022-04-28,Vancouver Coastal,1439,1735852,1295.7142857142858,6.87,8,8865
2022-04-28,Vancouver Island,385,589355,331.85714285714283,19.89,13.3,2326
2022-04-29,BC,3865,5966755,3908.285714285714,11.17,10.2,27377
2022-04-29,Fraser,1806,2650670,1709.4285714285713,10.23,10.8,12016
2022-04-29,Interior,424,743987,431.57142857142856,20.79,9.5,2935
2022-04-29,Northern,157,217109,167.14285714285714,13.08,6.4,1174
2022-04-29,Unknown,3,28307,9.142857142857142,0,0,61
2022-04-29,Vancouver Coastal,1150,1737002,1256.5714285714287,6.81,8.1,8865
2022-04-29,Vancouver Island,325,589680,334.42857142857144,18.92,11.5,2326
2022-04-30,BC,3476,5970231,3911,11.13,10.8,27377
2022-04-30,Fraser,1757,2652427,1716.5714285714287,10.33,11.2,12016
2022-04-30,Interior,279,744266,419.2857142857143,20.14,13.6,2935
2022-04-30,Northern,153,217262,167.71428571428572,14.4,6.1,1174
2022-04-30,Unknown,4,28311,8.714285714285714,0,0,61
2022-04-30,Vancouver Coastal,1145,1738147,1266.4285714285713,6.72,7.9,8865
2022-04-30,Vancouver Island,138,589818,332.2857142857143,19.09,3.1,2326
2022-05-01,BC,3074,5973305,3919.285714285714,11.17,12.8,25834
2022-05-01,Fraser,1229,2653656,1727.5714285714287,10.46,11.6,11223
2022-05-01,Interior,267,744533,420,19.73,10.4,2692
2022-05-01,Northern,118,217380,162.42857142857142,15.13,6,1174
2022-05-01,Unknown,3,28314,8.857142857142858,0,36,53
2022-05-01,Vancouver Coastal,992,1739139,1270.7142857142858,6.69,11.2,8299
2022-05-01,Vancouver Island,465,590283,329.7142857142857,19.19,19.3,2393
2022-05-02,BC,3356,5976661,3897.8571428571427,10.97,9.3,25834
2022-05-02,Fraser,1453,2655109,1722.5714285714287,10.34,9.8,11223
2022-05-02,Interior,411,744944,418.7142857142857,18.76,9.3,2692
2022-05-02,Northern,231,217611,169.85714285714286,14.3,5.9,1174
2022-05-02,Unknown,19,28333,9.142857142857142,0,36.1,53
2022-05-02,Vancouver Coastal,978,1740117,1254.4285714285713,6.59,8.4,8299
2022-05-02,Vancouver Island,264,590547,323.14285714285717,19.19,12,2393
2022-05-03,BC,3890,5980551,3817.714285714286,10.73,11.9,25834
2022-05-03,Fraser,1478,2656587,1659.857142857143,10.35,12.3,11223
2022-05-03,Interior,503,745447,404.42857142857144,18.3,12.4,2692
2022-05-03,Northern,145,217756,168.14285714285714,13.68,6.3,1174
2022-05-03,Unknown,8,28341,8.714285714285714,0,0,53
2022-05-03,Vancouver Coastal,1387,1741504,1247.142857142857,6.36,9.8,8299
2022-05-03,Vancouver Island,369,590916,329.42857142857144,18.04,13.1,2393
2022-05-04,BC,4053,5984604,3731.5714285714284,10.72,11.1,25834
2022-05-04,Fraser,1798,2658385,1627.857142857143,10.11,11.9,11223
