Report_Data_Extracted,PHU_Num,PHU,LTC_Home,LTCH_Num,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
11/15/2020,3895,Toronto,Deerwood Creek Care Community,2837,Etobicoke,160,<5,0,5
11/15/2020,3895,Toronto,Chartwell Trilogy Long Term Care Residence,2899,Scarborough,197,<5,0,<5
11/15/2020,2266,Wellington-Dufferin-Guelph,The Elliott Long Term Care Residence,M633,Guelph,85,0,0,<5
11/15/2020,4913,South West,Secord Trails Care Community,2628,Ingersoll,80,0,0,<5
11/15/2020,2244,Middlesex-London,Henley Place,3045,London,192,<5,0,<5
11/15/2020,3895,Toronto,Ina Grafton Gage Home,3034,Scarborough,128,<5,31,0
11/15/2020,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,2926,Cambridge,128,0,0,<5
11/15/2020,2244,Middlesex-London,Strathmere Lodge,M627,Strathroy,160,0,0,<5
11/15/2020,3895,Toronto,Cedarvale Terrace,2591,Toronto,218,<5,0,<5
11/15/2020,2258,Eastern Ontario,Lancaster Long Term Care Residence,2680,Lancaster,60,0,0,<5
11/15/2020,2246,Niagara,Linhaven,M551,St. Catharines,248,0,0,<5
11/15/2020,3895,Toronto,True Davidson Acres,M586,Toronto,187,0,<5,<5
11/15/2020,2237,Hamilton,Shalom Village Nursing Home,2775,Hamilton,127,0,0,<5
11/15/2020,2266,Wellington-Dufferin-Guelph,Avalon Retirement Centre,2715,Orangeville,137,0,0,<5
11/15/2020,3895,Toronto,Seniors' Health Centre,2744,North York,192,<5,<5,0
11/15/2020,2253,Peel,Cooksville Care Centre,2124,Mississauga,192,0,21,<5
11/15/2020,2253,Peel,Faith Manor Nursing Home,2745,Brampton,120,<5,<5,<5
11/15/2020,2246,Niagara,Extendicare St. Catharines,2321,St. Catharines,153,0,0,<5
11/15/2020,2237,Hamilton,Macassa  Lodge,M552,Hamilton,270,0,0,<5
11/15/2020,2260,Simcoe-Muskoka,Simcoe Manor Home for the Aged,M573,Beeton,126,<5,10,<5
11/15/2020,5183,Huron Perth,Knollcrest Lodge,2996,Milverton,78,0,0,<5
11/15/2020,3895,Toronto,Bendale Acres,M504,Scarborough,302,0,0,<5
11/15/2020,2237,Hamilton,Alexander Place,2861,Waterdown,128,0,0,<5
11/15/2020,3895,Toronto,Extendicare Guildwood,2164,Scarborough,169,<5,48,<5
11/15/2020,3895,Toronto,St. George Care Community,2594,Toronto,238,<5,0,8
11/15/2020,2237,Hamilton,Chartwell Willowgrove Long Term Care Residence,2921,Ancaster,169,16,6,11
11/15/2020,2270,York Region,Parkview Home Long-Term Care,2968,Stouffville,128,<5,<5,<5
11/15/2020,2266,Wellington-Dufferin-Guelph,Caressant Care Fergus Nursing Home,2603,Fergus,87,0,0,<5
11/15/2020,2244,Middlesex-London,Extendicare London,2173,London,170,0,0,<5
11/15/2020,3895,Toronto,Tendercare Living Centre,2649,Scarborough,254,0,0,<5
11/15/2020,2270,York Region,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,96,16,7,14
11/15/2020,3895,Toronto,Fieldstone Commons Care Community,2906,Scarborough,224,14,<5,10
11/15/2020,3895,Toronto,Wesburn Manor,M612,Etobicoke,192,0,<5,0
11/15/2020,2270,York Region,King City Lodge Nursing Home,2113,King City,36,<5,0,<5
11/15/2020,2253,Peel,Tyndall Nursing Home,2656,Mississauga,151,47,<5,19
11/15/2020,2251,Ottawa,Extendicare West End Villa,2709,Ottawa,242,<5,18,<5
11/15/2020,3895,Toronto,Vermont Square,2575,Toronto,130,0,11,<5
11/15/2020,2236,Halton,Chartwell Waterford Long Term Care Residence,2908,Oakville,168,9,7,0
11/15/2020,2251,Ottawa,Carlingview Manor,2420,Ottawa,303,0,61,<5
11/15/2020,2237,Hamilton,BayWoods Place,2581,Hamilton,128,16,<5,12
11/15/2020,2237,Hamilton,Hamilton Continuing Care,2706,Hamilton,64,18,<5,5
11/15/2020,2251,Ottawa,Extendicare Starwood,2485,Nepean,192,27,23,8
11/15/2020,3895,Toronto,North Park Nursing Home,909,North York,75,43,8,22
11/15/2020,2246,Niagara,Gilmore Lodge,M528,Fort Erie,80,<5,7,8
11/15/2020,2253,Peel,Peel Manor,M562,Brampton,177,0,<5,<5
11/15/2020,2230,Durham,Port Perry Place,2629,Port Perry,107,0,0,<5
11/15/2020,3895,Toronto,Shepherd Lodge,2782,Toronto,252,8,<5,12
11/15/2020,2237,Hamilton,"St. Joseph's Villa, Dundas",2975,Dundas,425,21,<5,12
11/15/2020,3895,Toronto,Fudger House,M524,Toronto,250,38,5,23
11/15/2020,2236,Halton,Wyndham Manor Long Term Care Centre,2910,Oakville,128,36,<5,28
11/15/2020,3895,Toronto,Rockcliffe Care Community,2131,Scarborough,204,136,7,65
11/15/2020,2253,Peel,Hawthorn Woods Care Community,2887,Brampton,160,5,0,10
11/15/2020,2251,Ottawa,Montfort,2886,Ottawa,128,0,30,<5
11/15/2020,2236,Halton,Allendale,M536,Milton,200,0,0,<5
11/15/2020,2237,Hamilton,Idlewyld Manor,2931,Hamilton,192,6,0,<5
11/15/2020,3895,Toronto,Westside,2663,Etobicoke,242,<5,<5,<5
11/15/2020,2253,Peel,Villa Forum,2855,Mississauga,160,0,10,<5
11/15/2020,3895,Toronto,Villa Colombo Homes for the Aged,3020,Toronto,391,0,33,<5
11/15/2020,2258,Eastern Ontario,Woodland Villa,2743,Long Sault,111,0,0,<5
11/15/2020,2246,Niagara,Millennium Trail Manor,2948,Niagara Falls,160,<5,<5,<5
11/15/2020,2236,Halton,Burloak,2857,Burlington,144,0,0,<5
11/15/2020,2251,Ottawa,Glebe Centre,2811,Ottawa,254,0,<5,<5
11/15/2020,2236,Halton,Post Inn Village,M620,Oakville,228,0,0,<5
11/15/2020,3895,Toronto,Harmony Hills Care Community,2832,East York,160,37,<5,18
11/15/2020,2234,Haldimand-Norfolk,Grandview Lodge / Dunnville,M532,Dunnville,128,<5,0,<5
11/15/2020,2255,Peterborough,Fairhaven,M520,Peterborough,256,10,<5,<5
11/15/2020,3895,Toronto,Craiglee Nursing Home,2503,Scarborough,169,34,6,21
11/15/2020,2258,Eastern Ontario,Residence Prescott et Russell,M567,Hawkesbury,146,5,12,5
11/15/2020,3895,Toronto,Kennedy Lodge,2654,Scarborough,289,28,30,14
11/15/2020,2270,York Region,Yee Hong Centre - Markham,2876,Markham,200,0,<5,<5
11/15/2020,2270,York Region,Southlake Residential Care Village,2955,Newmarket,224,0,0,<5
11/15/2020,3895,Toronto,Lakeside Long Term Care Centre,2929,Toronto,128,8,6,7
11/15/2020,2260,Simcoe-Muskoka,Sunset Manor Home for Senior Citizens,M581,Collingwood,150,<5,0,<5
11/15/2020,3895,Toronto,Main Street Terrace,2589,Toronto,150,35,7,8
11/15/2020,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288,<5,<5,<5
11/15/2020,2266,Wellington-Dufferin-Guelph,Caressant Care Arthur Nursing Home,2748,Arthur,80,0,0,<5
11/15/2020,2270,York Region,Langstaff Square Care Community,2907,Richmond Hill,160,<5,0,6
11/15/2020,2253,Peel,Extendicare Brampton,2847,Brampton,150,<5,<5,12
11/15/2020,2253,Peel,Extendicare Mississauga,2884,Mississauga,140,0,0,<5
11/16/2020,2227,Brant,Hardy Terrace,2720,Brantford,101,0,0,<5
11/16/2020,2230,Durham,Port Perry Place,2629,Port Perry,107,0,0,<5
11/16/2020,2230,Durham,Hillsdale Terraces,M630,Oshawa,200,0,13,<5
11/16/2020,2270,York Region,Kristus Darzs Latvian Home,2997,Woodbridge,100,0,11,0
11/16/2020,2230,Durham,Extendicare Oshawa,2439,Oshawa,175,0,0,<5
11/16/2020,2251,Ottawa,Longfields Manor,2845,Nepean,114,<5,<5,0
11/16/2020,2265,Waterloo,Pinehaven Nursing Home,2805,Waterloo,84,0,0,<5
11/16/2020,2244,Middlesex-London,Meadow Park (London),2643,London,126,0,<5,<5
11/16/2020,2237,Hamilton,Alexander Place,2861,Waterdown,128,0,0,<5
11/16/2020,2257,Renfrew,Marianhill Nursing Home,2702,Pembroke,139,0,0,<5
11/16/2020,2243,"Leeds,Grenville,Lanark",Stoneridge Manor,2637,Carleton Place,60,0,6,0
11/16/2020,2241,Kingston Frontenac L & A,Trillium Retirement and Care Community,2790,Kingston,190,0,0,<5
11/16/2020,2268,Windsor-Essex,Riverside Place,2972,Windsor,96,0,0,<5
11/16/2020,2268,Windsor-Essex,Berkshire Care Centre,2541,Windsor,231,0,0,<5
11/16/2020,3895,Toronto,Dom Lipa,2794,Etobicoke,66,0,0,<5
11/16/2020,2244,Middlesex-London,Extendicare London,2173,London,170,0,0,<5
11/16/2020,2253,Peel,Extendicare Mississauga,2884,Mississauga,140,0,0,<5
11/16/2020,2266,Wellington-Dufferin-Guelph,Caressant Care Arthur Nursing Home,2748,Arthur,80,0,0,<5
11/16/2020,2236,Halton,Post Inn Village,M620,Oakville,228,0,0,<5
11/16/2020,3895,Toronto,Kennedy Lodge,2654,Scarborough,289,28,30,14
11/16/2020,3895,Toronto,Lakeside Long Term Care Centre,2929,Toronto,128,8,6,7
11/16/2020,3895,Toronto,Craiglee Nursing Home,2503,Scarborough,169,34,6,21
11/16/2020,2270,York Region,Southlake Residential Care Village,2955,Newmarket,224,0,0,<5
11/16/2020,2260,Simcoe-Muskoka,Sunset Manor Home for Senior Citizens,M581,Collingwood,150,<5,0,<5
11/16/2020,3895,Toronto,Main Street Terrace,2589,Toronto,150,35,7,8
11/16/2020,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288,<5,<5,<5
11/16/2020,2253,Peel,Peel Manor,M562,Brampton,177,0,<5,<5
11/16/2020,2237,Hamilton,Idlewyld Manor,2931,Hamilton,192,6,0,<5
11/16/2020,2251,Ottawa,Residence Saint-Louis,3013,Ottawa,198,0,9,<5
11/16/2020,2260,Simcoe-Muskoka,Simcoe Manor Home for the Aged,M573,Beeton,126,<5,10,<5
11/16/2020,2266,Wellington-Dufferin-Guelph,The Elliott Long Term Care Residence,M633,Guelph,85,0,0,<5
11/16/2020,2244,Middlesex-London,Henley Place,3045,London,192,<5,0,<5
11/16/2020,3895,Toronto,Ina Grafton Gage Home,3034,Scarborough,128,<5,31,0
11/16/2020,4913,South West,Secord Trails Care Community,2628,Ingersoll,80,0,0,<5
11/16/2020,2244,Middlesex-London,Strathmere Lodge,M627,Strathroy,160,0,0,<5
11/16/2020,3895,Toronto,Cedarvale Terrace,2591,Toronto,218,<5,0,<5
11/16/2020,2246,Niagara,Linhaven,M551,St. Catharines,248,0,0,<5
11/16/2020,3895,Toronto,True Davidson Acres,M586,Toronto,187,0,<5,<5
11/16/2020,2237,Hamilton,Shalom Village Nursing Home,2775,Hamilton,127,0,0,<5
11/16/2020,2266,Wellington-Dufferin-Guelph,Avalon Retirement Centre,2715,Orangeville,137,0,0,<5
11/16/2020,3895,Toronto,Tendercare Living Centre,2649,Scarborough,254,0,0,<5
11/16/2020,2253,Peel,Cooksville Care Centre,2124,Mississauga,192,0,21,<5
11/16/2020,2251,Ottawa,Garden Terrace,2882,Kanata,160,0,0,<5
11/16/2020,2237,Hamilton,Macassa  Lodge,M552,Hamilton,270,0,0,<5
11/16/2020,2237,Hamilton,Ridgeview,2849,Stoney Creek,120,0,0,<5
11/16/2020,2237,Hamilton,Hamilton Continuing Care,2706,Hamilton,64,11,<5,11
11/16/2020,5183,Huron Perth,Knollcrest Lodge,2996,Milverton,78,0,0,<5
11/16/2020,2270,York Region,York Region Newmarket Health Centre,M534,Newmarket,132,0,0,<5
11/16/2020,3895,Toronto,Bendale Acres,M504,Scarborough,302,0,0,<5
11/16/2020,3895,Toronto,St. George Care Community,2594,Toronto,238,<5,0,8
11/16/2020,2237,Hamilton,Chartwell Willowgrove Long Term Care Residence,2921,Ancaster,169,16,6,11
11/16/2020,2266,Wellington-Dufferin-Guelph,Caressant Care Fergus Nursing Home,2603,Fergus,87,0,0,<5
11/16/2020,2227,Brant,Brierwood Gardens,2678,Brantford,79,0,0,<5
11/16/2020,2251,Ottawa,Extendicare Medex,2579,Ottawa,193,0,0,<5
11/16/2020,3895,Toronto,Norwood Nursing Home,2201,Toronto,60,<5,<5,0
11/16/2020,2266,Wellington-Dufferin-Guelph,The Village of Riverside Glen,2915,Guelph,192,0,0,<5
11/16/2020,2246,Niagara,The Meadows of Dorchester,M515,Niagara Falls,121,<5,<5,<5
11/16/2020,3895,Toronto,Chartwell Trilogy Long Term Care Residence,2899,Scarborough,197,<5,0,<5
11/16/2020,2253,Peel,Grace Manor,2942,Brampton,120,0,12,<5
11/16/2020,2253,Peel,Woodhall Park Care Community,2928,Brampton,147,8,<5,10
11/16/2020,2253,Peel,Extendicare Brampton,2847,Brampton,150,<5,<5,11
11/16/2020,2253,Peel,Tyndall Nursing Home,2656,Mississauga,151,47,<5,19
11/16/2020,2251,Ottawa,Extendicare Starwood,2485,Nepean,192,27,23,<5
11/16/2020,2236,Halton,Chartwell Waterford Long Term Care Residence,2908,Oakville,168,<5,7,<5
11/16/2020,3895,Toronto,Shepherd Lodge,2782,Toronto,252,11,<5,13
11/16/2020,2251,Ottawa,Extendicare West End Villa,2709,Ottawa,242,0,18,<5
11/16/2020,2268,Windsor-Essex,Iler Lodge,2129,Essex,104,17,<5,<5
11/16/2020,2253,Peel,Faith Manor Nursing Home,2745,Brampton,120,<5,<5,<5
11/16/2020,2246,Niagara,Millennium Trail Manor,2948,Niagara Falls,160,<5,<5,<5
11/16/2020,2270,York Region,Yee Hong Centre - Markham,2876,Markham,200,<5,<5,<5
11/16/2020,2270,York Region,Langstaff Square Care Community,2907,Richmond Hill,160,<5,0,7
11/16/2020,2261,Sudbury,Pioneer Manor,M566,Sudbury,433,0,0,<5
11/16/2020,3895,Toronto,Fudger House,M524,Toronto,250,37,9,18
11/16/2020,2270,York Region,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,96,14,7,8
11/16/2020,2253,Peel,Villa Forum,2855,Mississauga,160,0,10,<5
11/16/2020,2258,Eastern Ontario,Residence Prescott et Russell,M567,Hawkesbury,146,5,12,5
11/16/2020,3895,Toronto,Extendicare Rouge Valley,2883,Toronto,192,15,5,8
11/16/2020,2251,Ottawa,Glebe Centre,2811,Ottawa,254,0,<5,<5
11/16/2020,2255,Peterborough,Fairhaven,M520,Peterborough,256,14,<5,5
11/16/2020,2251,Ottawa,Forest Hill,2834,Kanata,160,<5,0,6
11/16/2020,3895,Toronto,Seniors' Health Centre,2744,North York,192,<5,<5,0
11/16/2020,2236,Halton,Wyndham Manor Long Term Care Centre,2910,Oakville,128,40,<5,29
11/16/2020,3895,Toronto,Deerwood Creek Care Community,2837,Etobicoke,160,<5,0,<5
11/16/2020,2253,Peel,Malton Village Long Term Care Centre,M618,Mississauga,160,<5,<5,0
11/16/2020,2260,Simcoe-Muskoka,IOOF Seniors Home,2993,Barrie,182,0,0,<5
11/16/2020,2246,Niagara,Gilmore Lodge,M528,Fort Erie,80,<5,7,6
11/16/2020,3895,Toronto,Extendicare Guildwood,2164,Scarborough,169,0,48,0
11/16/2020,2236,Halton,Creek Way Village,M623,Burlington,144,0,<5,<5
11/16/2020,2234,Haldimand-Norfolk,Grandview Lodge / Dunnville,M532,Dunnville,128,<5,0,<5
11/16/2020,2236,Halton,Burloak,2857,Burlington,144,0,0,<5
11/16/2020,3895,Toronto,Harmony Hills Care Community,2832,East York,160,37,<5,18
11/16/2020,3895,Toronto,Fieldstone Commons Care Community,2906,Scarborough,224,14,<5,10
11/16/2020,3895,Toronto,Wesburn Manor,M612,Etobicoke,192,0,<5,0
11/16/2020,3895,Toronto,North Park Nursing Home,909,North York,75,43,8,22
11/16/2020,2237,Hamilton,"St. Joseph's Villa, Dundas",2975,Dundas,425,21,<5,12
11/16/2020,2246,Niagara,Extendicare St. Catharines,2321,St. Catharines,153,0,0,<5
11/16/2020,2236,Halton,Allendale,M536,Milton,200,0,0,<5
11/16/2020,2270,York Region,King City Lodge Nursing Home,2113,King City,36,<5,0,<5
11/16/2020,2258,Eastern Ontario,Woodland Villa,2743,Long Sault,111,0,0,<5
11/16/2020,3895,Toronto,Vermont Square,2575,Toronto,130,0,11,<5
11/16/2020,3895,Toronto,Westside,2663,Etobicoke,242,<5,<5,<5
11/16/2020,3895,Toronto,Villa Colombo Homes for the Aged,3020,Toronto,391,0,33,<5
11/16/2020,2237,Hamilton,BayWoods Place,2581,Hamilton,128,16,<5,12
11/16/2020,2253,Peel,Hawthorn Woods Care Community,2887,Brampton,160,5,0,10
11/16/2020,2251,Ottawa,Montfort,2886,Ottawa,128,0,30,<5
11/16/2020,2237,Hamilton,St. Peter's Residence at Chedoke,2927,Hamilton,221,0,0,<5
11/16/2020,3895,Toronto,Rockcliffe Care Community,2131,Scarborough,204,136,7,65
11/16/2020,2251,Ottawa,Carlingview Manor,2420,Ottawa,303,0,61,<5
11/17/2020,3895,Toronto,Extendicare Guildwood,2164,Scarborough,169,0,48,0
11/17/2020,2246,Niagara,Gilmore Lodge,M528,Fort Erie,80,<5,8,6
11/17/2020,2253,Peel,Malton Village Long Term Care Centre,M618,Mississauga,160,<5,<5,0
11/17/2020,3895,Toronto,Deerwood Creek Care Community,2837,Etobicoke,160,<5,0,<5
11/17/2020,2237,Hamilton,St. Peter's Residence at Chedoke,2927,Hamilton,221,0,0,<5
11/17/2020,2270,York Region,York Region Newmarket Health Centre,M534,Newmarket,132,0,0,<5
11/17/2020,2244,Middlesex-London,Meadow Park (London),2643,London,126,0,<5,<5
11/17/2020,2244,Middlesex-London,Extendicare London,2173,London,170,0,0,<5
11/17/2020,2227,Brant,Brierwood Gardens,2678,Brantford,79,0,0,<5
11/17/2020,3895,Toronto,Cedarvale Terrace,2591,Toronto,218,<5,0,<5
11/17/2020,2244,Middlesex-London,Strathmere Lodge,M627,Strathroy,160,0,0,<5
11/17/2020,4913,South West,Secord Trails Care Community,2628,Ingersoll,80,0,0,<5
11/17/2020,3895,Toronto,Ina Grafton Gage Home,3034,Scarborough,128,<5,31,0
11/17/2020,2246,Niagara,Linhaven,M551,St. Catharines,248,0,0,<5
11/17/2020,2266,Wellington-Dufferin-Guelph,Avalon Retirement Centre,2715,Orangeville,137,0,0,<5
11/17/2020,2253,Peel,Cooksville Care Centre,2124,Mississauga,192,0,21,<5
11/17/2020,2261,Sudbury,Pioneer Manor,M566,Sudbury,433,0,0,<5
11/17/2020,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288,<5,<5,<5
11/17/2020,2253,Peel,Peel Manor,M562,Brampton,177,0,<5,<5
11/17/2020,2237,Hamilton,Idlewyld Manor,2931,Hamilton,192,6,0,<5
11/17/2020,2236,Halton,Allendale,M536,Milton,200,0,0,<5
11/17/2020,2253,Peel,Hawthorn Woods Care Community,2887,Brampton,160,5,0,10
11/17/2020,2237,Hamilton,BayWoods Place,2581,Hamilton,128,16,<5,12
11/17/2020,2258,Eastern Ontario,Woodland Villa,2743,Long Sault,111,0,0,<5
11/17/2020,2236,Halton,Burloak,2857,Burlington,144,0,0,<5
11/17/2020,2251,Ottawa,Carlingview Manor,2420,Ottawa,303,0,61,<5
11/17/2020,2251,Ottawa,Montfort,2886,Ottawa,128,0,30,<5
11/17/2020,2270,York Region,King City Lodge Nursing Home,2113,King City,36,<5,0,<5
11/17/2020,2246,Niagara,Extendicare St. Catharines,2321,St. Catharines,153,0,0,<5
11/17/2020,3895,Toronto,Seniors' Health Centre,2744,North York,192,<5,<5,0
11/17/2020,2253,Peel,Woodhall Park Care Community,2928,Brampton,147,8,<5,10
11/17/2020,2266,Wellington-Dufferin-Guelph,Caressant Care Arthur Nursing Home,2748,Arthur,80,0,0,<5
11/17/2020,2270,York Region,Yee Hong Centre - Markham,2876,Markham,200,<5,<5,<5
11/17/2020,2246,Niagara,Millennium Trail Manor,2948,Niagara Falls,160,<5,<5,<5
11/17/2020,2253,Peel,Faith Manor Nursing Home,2745,Brampton,120,<5,<5,<5
11/17/2020,2253,Peel,Grace Manor,2942,Brampton,120,0,12,<5
11/17/2020,3895,Toronto,Fudger House,M524,Toronto,250,37,9,18
11/17/2020,2253,Peel,Extendicare Brampton,2847,Brampton,150,<5,<5,11
11/17/2020,2268,Windsor-Essex,Iler Lodge,2129,Essex,104,17,<5,<5
11/17/2020,2236,Halton,Creek Way Village,M623,Burlington,144,0,<5,<5
11/17/2020,3895,Toronto,Chartwell Trilogy Long Term Care Residence,2899,Scarborough,197,<5,0,<5
11/17/2020,2237,Hamilton,Macassa  Lodge,M552,Hamilton,270,0,0,<5
11/17/2020,2260,Simcoe-Muskoka,Sunset Manor Home for Senior Citizens,M581,Collingwood,150,<5,0,<5
11/17/2020,5183,Huron Perth,Knollcrest Lodge,2996,Milverton,78,0,0,<5
11/17/2020,3895,Toronto,Craiglee Nursing Home,2503,Scarborough,169,34,6,21
11/17/2020,3895,Toronto,Bendale Acres,M504,Scarborough,302,0,0,<5
11/17/2020,2237,Hamilton,Alexander Place,2861,Waterdown,128,0,0,<5
11/17/2020,2266,Wellington-Dufferin-Guelph,Caressant Care Fergus Nursing Home,2603,Fergus,87,0,0,<5
11/17/2020,3895,Toronto,Norwood Nursing Home,2201,Toronto,60,<5,<5,0
11/17/2020,2268,Windsor-Essex,Berkshire Care Centre,2541,Windsor,231,0,0,<5
11/17/2020,2270,York Region,Kristus Darzs Latvian Home,2997,Woodbridge,100,0,11,0
11/17/2020,2265,Waterloo,Pinehaven Nursing Home,2805,Waterloo,84,0,0,<5
11/17/2020,2237,Hamilton,Ridgeview,2849,Stoney Creek,120,0,0,<5
11/17/2020,2241,Kingston Frontenac L & A,Trillium Retirement and Care Community,2790,Kingston,190,0,0,<5
11/17/2020,2251,Ottawa,Residence Saint-Louis,3013,Ottawa,198,0,9,<5
11/17/2020,2227,Brant,Hardy Terrace,2720,Brantford,101,0,0,<5
11/17/2020,2253,Peel,Extendicare Mississauga,2884,Mississauga,140,0,0,<5
11/17/2020,2266,Wellington-Dufferin-Guelph,The Village of Riverside Glen,2915,Guelph,192,0,0,<5
11/17/2020,2260,Simcoe-Muskoka,Simcoe Manor Home for the Aged,M573,Beeton,126,<5,10,<5
11/17/2020,2255,Peterborough,Fairhaven,M520,Peterborough,256,14,<5,5
11/17/2020,2234,Haldimand-Norfolk,Grandview Lodge / Dunnville,M532,Dunnville,128,<5,0,<5
11/17/2020,2236,Halton,Wyndham Manor Long Term Care Centre,2910,Oakville,128,25,<5,25
11/17/2020,3895,Toronto,Shepherd Lodge,2782,Toronto,252,6,<5,9
11/17/2020,2251,Ottawa,Forest Hill,2834,Kanata,160,<5,0,7
11/17/2020,3895,Toronto,St. George Care Community,2594,Toronto,238,<5,0,6
11/17/2020,2237,Hamilton,"St. Joseph's Villa, Dundas",2975,Dundas,425,5,<5,12
11/17/2020,2251,Ottawa,Longfields Manor,2845,Nepean,114,<5,<5,0
11/17/2020,2230,Durham,Port Perry Place,2629,Port Perry,107,0,0,<5
11/17/2020,2270,York Region,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,96,14,7,5
11/17/2020,3895,Toronto,Harmony Hills Care Community,2832,East York,160,37,<5,19
11/17/2020,3895,Toronto,Villa Colombo Homes for the Aged,3020,Toronto,391,0,33,<5
11/17/2020,2246,Niagara,The Meadows of Dorchester,M515,Niagara Falls,121,12,<5,<5
11/17/2020,3895,Toronto,Dom Lipa,2794,Etobicoke,66,0,0,0
11/17/2020,3895,Toronto,Lakeside Long Term Care Centre,2929,Toronto,128,<5,6,6
11/17/2020,2251,Ottawa,Glebe Centre,2811,Ottawa,254,0,<5,<5
11/17/2020,3895,Toronto,Westside,2663,Etobicoke,242,6,<5,<5
11/17/2020,3895,Toronto,Main Street Terrace,2589,Toronto,150,35,7,10
11/17/2020,2251,Ottawa,Extendicare Starwood,2485,Nepean,192,9,23,<5
11/17/2020,2251,Ottawa,Extendicare West End Villa,2709,Ottawa,242,0,18,<5
11/17/2020,2270,York Region,Langstaff Square Care Community,2907,Richmond Hill,160,6,0,6
11/17/2020,2253,Peel,Tyndall Nursing Home,2656,Mississauga,151,90,<5,65
11/17/2020,3895,Toronto,Vermont Square,2575,Toronto,130,0,11,<5
11/17/2020,3895,Toronto,Extendicare Rouge Valley,2883,Toronto,192,15,5,8
11/17/2020,2258,Eastern Ontario,Residence Prescott et Russell,M567,Hawkesbury,146,5,12,5
11/17/2020,2253,Peel,King Nursing Home,901,Bolton,86,0,0,<5
11/17/2020,2253,Peel,Villa Forum,2855,Mississauga,160,0,10,<5
11/17/2020,2237,Hamilton,Hamilton Continuing Care,2706,Hamilton,64,11,<5,11
11/17/2020,2230,Durham,Hillsdale Terraces,M630,Oshawa,200,0,13,<5
11/17/2020,2230,Durham,Extendicare Oshawa,2439,Oshawa,175,0,0,<5
11/17/2020,3895,Toronto,North Park Nursing Home,909,North York,75,43,8,24
11/17/2020,2236,Halton,Post Inn Village,M620,Oakville,228,<5,0,<5
11/17/2020,2237,Hamilton,Chartwell Willowgrove Long Term Care Residence,2921,Ancaster,169,7,11,5
11/17/2020,2260,Simcoe-Muskoka,IOOF Seniors Home,2993,Barrie,182,0,0,<5
11/17/2020,3895,Toronto,Rockcliffe Care Community,2131,Scarborough,204,135,8,63
11/17/2020,3895,Toronto,True Davidson Acres,M586,Toronto,187,<5,<5,<5
11/17/2020,3895,Toronto,Kennedy Lodge,2654,Scarborough,289,15,32,11
11/17/2020,2257,Renfrew,Marianhill Nursing Home,2702,Pembroke,139,0,0,0
11/17/2020,2236,Halton,Chartwell Waterford Long Term Care Residence,2908,Oakville,168,<5,10,<5
11/17/2020,3895,Toronto,Fieldstone Commons Care Community,2906,Scarborough,224,14,<5,11
11/17/2020,2270,York Region,Southlake Residential Care Village,2955,Newmarket,224,0,0,<5
11/18/2020,2227,Brant,Hardy Terrace,2720,Brantford,101,0,0,<5
11/18/2020,2253,Peel,Extendicare Mississauga,2884,Mississauga,140,0,0,<5
11/18/2020,2266,Wellington-Dufferin-Guelph,Caressant Care Arthur Nursing Home,2748,Arthur,80,0,0,<5
11/18/2020,2260,Simcoe-Muskoka,Sunset Manor Home for Senior Citizens,M581,Collingwood,150,<5,0,<5
11/18/2020,2227,Brant,Brierwood Gardens,2678,Brantford,79,0,0,<5
11/18/2020,2253,Peel,Peel Manor,M562,Brampton,177,0,<5,<5
11/18/2020,2258,Eastern Ontario,Woodland Villa,2743,Long Sault,111,0,0,<5
11/18/2020,2236,Halton,Burloak,2857,Burlington,144,0,0,<5
11/18/2020,2251,Ottawa,Carlingview Manor,2420,Ottawa,303,0,61,<5
11/18/2020,2251,Ottawa,Montfort,2886,Ottawa,128,0,30,<5
11/18/2020,4913,South West,Secord Trails Care Community,2628,Ingersoll,80,0,0,<5
11/18/2020,2253,Peel,King Nursing Home,901,Bolton,86,0,0,<5
11/18/2020,2230,Durham,Hillsdale Estates,M539,Oshawa,300,0,0,<5
11/18/2020,2258,Eastern Ontario,Residence Prescott et Russell,M567,Hawkesbury,146,5,12,5
11/18/2020,3895,Toronto,Fudger House,M524,Toronto,250,29,9,16
11/18/2020,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288,0,<5,<5
11/18/2020,2237,Hamilton,Ridgeview,2849,Stoney Creek,120,0,0,<5
11/18/2020,2270,York Region,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,96,16,7,<5
11/18/2020,2246,Niagara,Millennium Trail Manor,2948,Niagara Falls,160,<5,<5,<5
11/18/2020,2251,Ottawa,Extendicare West End Villa,2709,Ottawa,242,0,18,<5
11/18/2020,2270,York Region,King City Lodge Nursing Home,2113,King City,36,5,0,<5
11/18/2020,2251,Ottawa,Extendicare Starwood,2485,Nepean,192,5,23,<5
