"REF_DATE","GEO","DGUID","Gender","Age group","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Atlantic Region","2016A00011","Total, all genders","80 years and over","Total, by death status","Number","223","units","0","v1160874450","2.1.9.13","193","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","80 years and over","Yes, deceased","Number","223","units","0","v1160874451","2.1.9.14","41","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","80 years and over","No, not deceased","Number","223","units","0","v1160874452","2.1.9.15","151","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","80 years and over","Not stated, deceased","Number","223","units","0","v1160874453","2.1.9.16","1","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Total, by transmission","Number","223","units","0","v1160874454","2.1.10.1","23","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Community exposures","Number","223","units","0","v1160874455","2.1.10.2","23","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Travel exposures","Number","223","units","0","v1160874456","2.1.10.3","0","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Not stated, transmission","Number","223","units","0","v1160874457","2.1.10.4","0","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Total, by hospitalization status","Number","223","units","0","v1160874458","2.1.10.5","23","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Yes, hospitalized","Number","223","units","0","v1160874459","2.1.10.6","3","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","No, hospitalized","Number","223","units","0","v1160874460","2.1.10.7","19","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Not stated, hospitalized","Number","223","units","0","v1160874461","2.1.10.8","1","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Total, by intensive care unit admittance","Number","223","units","0","v1160874462","2.1.10.9","23","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Yes, intensive care unit","Number","223","units","0","v1160874463","2.1.10.10","2","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","No, intensive care unit","Number","223","units","0","v1160874464","2.1.10.11","20","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Not stated, intensive care unit","Number","223","units","0","v1160874465","2.1.10.12","1","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Total, by death status","Number","223","units","0","v1160874466","2.1.10.13","23","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Yes, deceased","Number","223","units","0","v1160874467","2.1.10.14","0","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","No, not deceased","Number","223","units","0","v1160874468","2.1.10.15","20","","","","0"
"2020","Atlantic Region","2016A00011","Total, all genders","Not stated, age group","Not stated, deceased","Number","223","units","0","v1160874469","2.1.10.16","3","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Total, by transmission","Number","223","units","0","v1160874470","2.2.1.1","605","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Community exposures","Number","223","units","0","v1160874471","2.2.1.2","503","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Travel exposures","Number","223","units","0","v1160874472","2.2.1.3","102","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Not stated, transmission","Number","223","units","0","v1160874473","2.2.1.4","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Total, by hospitalization status","Number","223","units","0","v1160874474","2.2.1.5","605","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Yes, hospitalized","Number","223","units","0","v1160874475","2.2.1.6","40","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","No, hospitalized","Number","223","units","0","v1160874476","2.2.1.7","554","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Not stated, hospitalized","Number","223","units","0","v1160874477","2.2.1.8","11","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Total, by intensive care unit admittance","Number","223","units","0","v1160874478","2.2.1.9","605","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Yes, intensive care unit","Number","223","units","0","v1160874479","2.2.1.10","9","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","No, intensive care unit","Number","223","units","0","v1160874480","2.2.1.11","585","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Not stated, intensive care unit","Number","223","units","0","v1160874481","2.2.1.12","11","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Total, by death status","Number","223","units","0","v1160874482","2.2.1.13","605","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Yes, deceased","Number","223","units","0","v1160874483","2.2.1.14","23","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","No, not deceased","Number","223","units","0","v1160874484","2.2.1.15","577","","","","0"
"2020","Atlantic Region","2016A00011","Male","Total, all age groups","Not stated, deceased","Number","223","units","0","v1160874485","2.2.1.16","5","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Total, by transmission","Number","223","units","0","v1160874486","2.2.2.1","56","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Community exposures","Number","223","units","0","v1160874487","2.2.2.2","49","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Travel exposures","Number","223","units","0","v1160874488","2.2.2.3","7","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Not stated, transmission","Number","223","units","0","v1160874489","2.2.2.4","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Total, by hospitalization status","Number","223","units","0","v1160874490","2.2.2.5","56","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Yes, hospitalized","Number","223","units","0","v1160874491","2.2.2.6","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","No, hospitalized","Number","223","units","0","v1160874492","2.2.2.7","56","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Not stated, hospitalized","Number","223","units","0","v1160874493","2.2.2.8","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Total, by intensive care unit admittance","Number","223","units","0","v1160874494","2.2.2.9","56","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Yes, intensive care unit","Number","223","units","0","v1160874495","2.2.2.10","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","No, intensive care unit","Number","223","units","0","v1160874496","2.2.2.11","56","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Not stated, intensive care unit","Number","223","units","0","v1160874497","2.2.2.12","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Total, by death status","Number","223","units","0","v1160874498","2.2.2.13","56","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Yes, deceased","Number","223","units","0","v1160874499","2.2.2.14","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","No, not deceased","Number","223","units","0","v1160874500","2.2.2.15","56","","","","0"
"2020","Atlantic Region","2016A00011","Male","0 to 19 years","Not stated, deceased","Number","223","units","0","v1160874501","2.2.2.16","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Total, by transmission","Number","223","units","0","v1160874502","2.2.3.1","57","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Community exposures","Number","223","units","0","v1160874503","2.2.3.2","47","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Travel exposures","Number","223","units","0","v1160874504","2.2.3.3","10","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Not stated, transmission","Number","223","units","0","v1160874505","2.2.3.4","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Total, by hospitalization status","Number","223","units","0","v1160874506","2.2.3.5","57","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Yes, hospitalized","Number","223","units","0","v1160874507","2.2.3.6","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","No, hospitalized","Number","223","units","0","v1160874508","2.2.3.7","57","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Not stated, hospitalized","Number","223","units","0","v1160874509","2.2.3.8","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Total, by intensive care unit admittance","Number","223","units","0","v1160874510","2.2.3.9","57","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Yes, intensive care unit","Number","223","units","0","v1160874511","2.2.3.10","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","No, intensive care unit","Number","223","units","0","v1160874512","2.2.3.11","57","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Not stated, intensive care unit","Number","223","units","0","v1160874513","2.2.3.12","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Total, by death status","Number","223","units","0","v1160874514","2.2.3.13","57","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Yes, deceased","Number","223","units","0","v1160874515","2.2.3.14","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","No, not deceased","Number","223","units","0","v1160874516","2.2.3.15","57","","","","0"
"2020","Atlantic Region","2016A00011","Male","20 to 29 years","Not stated, deceased","Number","223","units","0","v1160874517","2.2.3.16","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Total, by transmission","Number","223","units","0","v1160874518","2.2.4.1","75","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Community exposures","Number","223","units","0","v1160874519","2.2.4.2","62","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Travel exposures","Number","223","units","0","v1160874520","2.2.4.3","13","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Not stated, transmission","Number","223","units","0","v1160874521","2.2.4.4","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Total, by hospitalization status","Number","223","units","0","v1160874522","2.2.4.5","75","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Yes, hospitalized","Number","223","units","0","v1160874523","2.2.4.6","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","No, hospitalized","Number","223","units","0","v1160874524","2.2.4.7","75","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Not stated, hospitalized","Number","223","units","0","v1160874525","2.2.4.8","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Total, by intensive care unit admittance","Number","223","units","0","v1160874526","2.2.4.9","75","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Yes, intensive care unit","Number","223","units","0","v1160874527","2.2.4.10","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","No, intensive care unit","Number","223","units","0","v1160874528","2.2.4.11","75","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Not stated, intensive care unit","Number","223","units","0","v1160874529","2.2.4.12","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Total, by death status","Number","223","units","0","v1160874530","2.2.4.13","75","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Yes, deceased","Number","223","units","0","v1160874531","2.2.4.14","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","No, not deceased","Number","223","units","0","v1160874532","2.2.4.15","74","","","","0"
"2020","Atlantic Region","2016A00011","Male","30 to 39 years","Not stated, deceased","Number","223","units","0","v1160874533","2.2.4.16","1","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by transmission","Number","223","units","0","v1160874534","2.2.5.1","64","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Number","223","units","0","v1160874535","2.2.5.2","56","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Number","223","units","0","v1160874536","2.2.5.3","8","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Number","223","units","0","v1160874537","2.2.5.4","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by hospitalization status","Number","223","units","0","v1160874538","2.2.5.5","64","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Yes, hospitalized","Number","223","units","0","v1160874539","2.2.5.6","2","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","No, hospitalized","Number","223","units","0","v1160874540","2.2.5.7","59","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, hospitalized","Number","223","units","0","v1160874541","2.2.5.8","3","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by intensive care unit admittance","Number","223","units","0","v1160874542","2.2.5.9","64","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Yes, intensive care unit","Number","223","units","0","v1160874543","2.2.5.10","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","No, intensive care unit","Number","223","units","0","v1160874544","2.2.5.11","61","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, intensive care unit","Number","223","units","0","v1160874545","2.2.5.12","3","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by death status","Number","223","units","0","v1160874546","2.2.5.13","64","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Yes, deceased","Number","223","units","0","v1160874547","2.2.5.14","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","No, not deceased","Number","223","units","0","v1160874548","2.2.5.15","64","","","","0"
"2020","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, deceased","Number","223","units","0","v1160874549","2.2.5.16","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Number","223","units","0","v1160874550","2.2.6.1","110","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Number","223","units","0","v1160874551","2.2.6.2","94","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Number","223","units","0","v1160874552","2.2.6.3","16","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Number","223","units","0","v1160874553","2.2.6.4","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by hospitalization status","Number","223","units","0","v1160874554","2.2.6.5","110","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Yes, hospitalized","Number","223","units","0","v1160874555","2.2.6.6","11","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","No, hospitalized","Number","223","units","0","v1160874556","2.2.6.7","96","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, hospitalized","Number","223","units","0","v1160874557","2.2.6.8","3","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by intensive care unit admittance","Number","223","units","0","v1160874558","2.2.6.9","110","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Yes, intensive care unit","Number","223","units","0","v1160874559","2.2.6.10","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","No, intensive care unit","Number","223","units","0","v1160874560","2.2.6.11","107","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, intensive care unit","Number","223","units","0","v1160874561","2.2.6.12","3","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by death status","Number","223","units","0","v1160874562","2.2.6.13","110","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Yes, deceased","Number","223","units","0","v1160874563","2.2.6.14","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","No, not deceased","Number","223","units","0","v1160874564","2.2.6.15","110","","","","0"
"2020","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, deceased","Number","223","units","0","v1160874565","2.2.6.16","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Total, by transmission","Number","223","units","0","v1160874566","2.2.7.1","113","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Community exposures","Number","223","units","0","v1160874567","2.2.7.2","79","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Travel exposures","Number","223","units","0","v1160874568","2.2.7.3","34","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Not stated, transmission","Number","223","units","0","v1160874569","2.2.7.4","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Total, by hospitalization status","Number","223","units","0","v1160874570","2.2.7.5","113","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Yes, hospitalized","Number","223","units","0","v1160874571","2.2.7.6","10","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","No, hospitalized","Number","223","units","0","v1160874572","2.2.7.7","101","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Not stated, hospitalized","Number","223","units","0","v1160874573","2.2.7.8","2","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Total, by intensive care unit admittance","Number","223","units","0","v1160874574","2.2.7.9","113","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Yes, intensive care unit","Number","223","units","0","v1160874575","2.2.7.10","6","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","No, intensive care unit","Number","223","units","0","v1160874576","2.2.7.11","105","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Not stated, intensive care unit","Number","223","units","0","v1160874577","2.2.7.12","2","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Total, by death status","Number","223","units","0","v1160874578","2.2.7.13","113","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Yes, deceased","Number","223","units","0","v1160874579","2.2.7.14","2","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","No, not deceased","Number","223","units","0","v1160874580","2.2.7.15","110","","","","0"
"2020","Atlantic Region","2016A00011","Male","60 to 69 years","Not stated, deceased","Number","223","units","0","v1160874581","2.2.7.16","1","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Total, by transmission","Number","223","units","0","v1160874582","2.2.8.1","82","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Community exposures","Number","223","units","0","v1160874583","2.2.8.2","68","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Travel exposures","Number","223","units","0","v1160874584","2.2.8.3","14","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Not stated, transmission","Number","223","units","0","v1160874585","2.2.8.4","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Total, by hospitalization status","Number","223","units","0","v1160874586","2.2.8.5","82","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Yes, hospitalized","Number","223","units","0","v1160874587","2.2.8.6","11","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","No, hospitalized","Number","223","units","0","v1160874588","2.2.8.7","68","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Not stated, hospitalized","Number","223","units","0","v1160874589","2.2.8.8","3","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Total, by intensive care unit admittance","Number","223","units","0","v1160874590","2.2.8.9","82","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Yes, intensive care unit","Number","223","units","0","v1160874591","2.2.8.10","1","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","No, intensive care unit","Number","223","units","0","v1160874592","2.2.8.11","78","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Not stated, intensive care unit","Number","223","units","0","v1160874593","2.2.8.12","3","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Total, by death status","Number","223","units","0","v1160874594","2.2.8.13","82","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Yes, deceased","Number","223","units","0","v1160874595","2.2.8.14","10","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","No, not deceased","Number","223","units","0","v1160874596","2.2.8.15","71","","","","0"
"2020","Atlantic Region","2016A00011","Male","70 to 79 years","Not stated, deceased","Number","223","units","0","v1160874597","2.2.8.16","1","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Total, by transmission","Number","223","units","0","v1160874598","2.2.9.1","38","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Community exposures","Number","223","units","0","v1160874599","2.2.9.2","38","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Travel exposures","Number","223","units","0","v1160874600","2.2.9.3","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Not stated, transmission","Number","223","units","0","v1160874601","2.2.9.4","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Total, by hospitalization status","Number","223","units","0","v1160874602","2.2.9.5","38","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Yes, hospitalized","Number","223","units","0","v1160874603","2.2.9.6","5","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","No, hospitalized","Number","223","units","0","v1160874604","2.2.9.7","33","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Not stated, hospitalized","Number","223","units","0","v1160874605","2.2.9.8","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Total, by intensive care unit admittance","Number","223","units","0","v1160874606","2.2.9.9","38","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Yes, intensive care unit","Number","223","units","0","v1160874607","2.2.9.10","1","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","No, intensive care unit","Number","223","units","0","v1160874608","2.2.9.11","37","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Not stated, intensive care unit","Number","223","units","0","v1160874609","2.2.9.12","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Total, by death status","Number","223","units","0","v1160874610","2.2.9.13","38","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Yes, deceased","Number","223","units","0","v1160874611","2.2.9.14","11","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","No, not deceased","Number","223","units","0","v1160874612","2.2.9.15","27","","","","0"
"2020","Atlantic Region","2016A00011","Male","80 years and over","Not stated, deceased","Number","223","units","0","v1160874613","2.2.9.16","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Total, by transmission","Number","223","units","0","v1160874614","2.2.10.1","10","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Community exposures","Number","223","units","0","v1160874615","2.2.10.2","10","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Travel exposures","Number","223","units","0","v1160874616","2.2.10.3","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Not stated, transmission","Number","223","units","0","v1160874617","2.2.10.4","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Total, by hospitalization status","Number","223","units","0","v1160874618","2.2.10.5","10","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Yes, hospitalized","Number","223","units","0","v1160874619","2.2.10.6","1","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","No, hospitalized","Number","223","units","0","v1160874620","2.2.10.7","9","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Not stated, hospitalized","Number","223","units","0","v1160874621","2.2.10.8","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Total, by intensive care unit admittance","Number","223","units","0","v1160874622","2.2.10.9","10","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Yes, intensive care unit","Number","223","units","0","v1160874623","2.2.10.10","1","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","No, intensive care unit","Number","223","units","0","v1160874624","2.2.10.11","9","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Not stated, intensive care unit","Number","223","units","0","v1160874625","2.2.10.12","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Total, by death status","Number","223","units","0","v1160874626","2.2.10.13","10","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Yes, deceased","Number","223","units","0","v1160874627","2.2.10.14","0","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","No, not deceased","Number","223","units","0","v1160874628","2.2.10.15","8","","","","0"
"2020","Atlantic Region","2016A00011","Male","Not stated, age group","Not stated, deceased","Number","223","units","0","v1160874629","2.2.10.16","2","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Total, by transmission","Number","223","units","0","v1160874630","2.3.1.1","879","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Community exposures","Number","223","units","0","v1160874631","2.3.1.2","779","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Travel exposures","Number","223","units","0","v1160874632","2.3.1.3","100","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Not stated, transmission","Number","223","units","0","v1160874633","2.3.1.4","0","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Total, by hospitalization status","Number","223","units","0","v1160874634","2.3.1.5","879","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Yes, hospitalized","Number","223","units","0","v1160874635","2.3.1.6","28","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","No, hospitalized","Number","223","units","0","v1160874636","2.3.1.7","833","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Not stated, hospitalized","Number","223","units","0","v1160874637","2.3.1.8","18","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Total, by intensive care unit admittance","Number","223","units","0","v1160874638","2.3.1.9","879","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Yes, intensive care unit","Number","223","units","0","v1160874639","2.3.1.10","6","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","No, intensive care unit","Number","223","units","0","v1160874640","2.3.1.11","855","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Not stated, intensive care unit","Number","223","units","0","v1160874641","2.3.1.12","18","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Total, by death status","Number","223","units","0","v1160874642","2.3.1.13","879","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Yes, deceased","Number","223","units","0","v1160874643","2.3.1.14","40","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","No, not deceased","Number","223","units","0","v1160874644","2.3.1.15","834","","","","0"
"2020","Atlantic Region","2016A00011","Female","Total, all age groups","Not stated, deceased","Number","223","units","0","v1160874645","2.3.1.16","5","","","","0"
"2020","Atlantic Region","2016A00011","Female","0 to 19 years","Total, by transmission","Number","223","units","0","v1160874646","2.3.2.1","71","","","","0"
"2020","Atlantic Region","2016A00011","Female","0 to 19 years","Community exposures","Number","223","units","0","v1160874647","2.3.2.2","62","","","","0"
"2020","Atlantic Region","2016A00011","Female","0 to 19 years","Travel exposures","Number","223","units","0","v1160874648","2.3.2.3","9","","","","0"
"2020","Atlantic Region","2016A00011","Female","0 to 19 years","Not stated, transmission","Number","223","units","0","v1160874649","2.3.2.4","0","","","","0"
