"date","phu_name","phu_num","outbreak_group","number_ongoing_outbreaks"
"2021-03-27","WINDSOR-ESSEX COUNTY",2268,"3 Education",1
"2021-03-27","WINDSOR-ESSEX COUNTY",2268,"4 Workplace",6
"2021-03-27","YORK REGION",2270,"1 Congregate Care",11
"2021-03-27","YORK REGION",2270,"2 Congregate Living",6
"2021-03-27","YORK REGION",2270,"3 Education",18
"2021-03-27","YORK REGION",2270,"4 Workplace",23
"2021-03-27","YORK REGION",2270,"5 Recreational",4
"2021-03-27","YORK REGION",2270,"6 Other/Unknown",4
"2021-03-28","ALGOMA DISTRICT",2226,"1 Congregate Care",1
"2021-03-28","ALGOMA DISTRICT",2226,"3 Education",1
"2021-03-28","ALGOMA DISTRICT",2226,"5 Recreational",1
"2021-03-28","BRANT COUNTY",2227,"1 Congregate Care",1
"2021-03-28","BRANT COUNTY",2227,"3 Education",4
"2021-03-28","BRANT COUNTY",2227,"4 Workplace",3
"2021-03-28","BRANT COUNTY",2227,"5 Recreational",1
"2021-03-28","CHATHAM-KENT",2240,"1 Congregate Care",1
"2021-03-28","CHATHAM-KENT",2240,"3 Education",1
"2021-03-28","CHATHAM-KENT",2240,"5 Recreational",1
"2021-03-28","CITY OF HAMILTON",2237,"1 Congregate Care",14
"2021-03-28","CITY OF HAMILTON",2237,"2 Congregate Living",9
"2021-03-28","CITY OF HAMILTON",2237,"3 Education",8
"2021-03-28","CITY OF HAMILTON",2237,"4 Workplace",3
"2021-03-28","CITY OF HAMILTON",2237,"5 Recreational",3
"2021-03-28","CITY OF OTTAWA",2251,"1 Congregate Care",22
"2021-03-28","CITY OF OTTAWA",2251,"2 Congregate Living",4
"2021-03-28","CITY OF OTTAWA",2251,"3 Education",11
"2021-03-28","CITY OF OTTAWA",2251,"4 Workplace",3
"2021-03-28","CITY OF OTTAWA",2251,"5 Recreational",3
"2021-03-28","DURHAM REGION",2230,"1 Congregate Care",4
"2021-03-28","DURHAM REGION",2230,"2 Congregate Living",1
"2021-03-28","DURHAM REGION",2230,"3 Education",16
"2021-03-28","DURHAM REGION",2230,"4 Workplace",7
"2021-03-28","DURHAM REGION",2230,"5 Recreational",4
"2021-03-28","EASTERN ONTARIO",2258,"1 Congregate Care",8
"2021-03-28","EASTERN ONTARIO",2258,"2 Congregate Living",1
"2021-03-28","EASTERN ONTARIO",2258,"3 Education",3
"2021-03-28","EASTERN ONTARIO",2258,"4 Workplace",3
"2021-03-28","GREY BRUCE",2233,"1 Congregate Care",1
"2021-03-28","GREY BRUCE",2233,"5 Recreational",1
"2021-03-28","HALDIMAND-NORFOLK",2234,"2 Congregate Living",1
"2021-03-28","HALDIMAND-NORFOLK",2234,"3 Education",1
"2021-03-28","HALDIMAND-NORFOLK",2234,"4 Workplace",1
"2021-03-28","HALDIMAND-NORFOLK",2234,"6 Other/Unknown",1
"2021-03-28","HALTON REGION",2236,"1 Congregate Care",1
"2021-03-28","HALTON REGION",2236,"2 Congregate Living",2
"2021-03-28","HALTON REGION",2236,"3 Education",2
"2021-03-28","HALTON REGION",2236,"4 Workplace",7
"2021-03-28","HALTON REGION",2236,"5 Recreational",2
"2021-03-28","HALTON REGION",2236,"6 Other/Unknown",1
"2021-03-28","HURON PERTH",5183,"1 Congregate Care",1
"2021-03-28","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"1 Congregate Care",1
"2021-03-28","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"2 Congregate Living",2
"2021-03-28","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"3 Education",1
"2021-03-28","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"4 Workplace",2
"2021-03-28","LAMBTON COUNTY",2242,"1 Congregate Care",5
"2021-03-28","LAMBTON COUNTY",2242,"2 Congregate Living",1
"2021-03-28","LAMBTON COUNTY",2242,"3 Education",6
"2021-03-28","LAMBTON COUNTY",2242,"4 Workplace",3
"2021-03-28","LAMBTON COUNTY",2242,"6 Other/Unknown",1
"2021-03-28","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"1 Congregate Care",2
"2021-03-28","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"3 Education",4
"2021-03-28","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"4 Workplace",2
"2021-03-28","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"5 Recreational",2
"2021-03-28","MIDDLESEX-LONDON",2244,"1 Congregate Care",8
"2021-03-28","MIDDLESEX-LONDON",2244,"2 Congregate Living",3
"2021-03-28","MIDDLESEX-LONDON",2244,"3 Education",1
"2021-03-28","MIDDLESEX-LONDON",2244,"4 Workplace",4
"2021-03-28","MIDDLESEX-LONDON",2244,"5 Recreational",3
"2021-03-28","MIDDLESEX-LONDON",2244,"6 Other/Unknown",1
"2021-03-28","NIAGARA REGION",2246,"1 Congregate Care",2
"2021-03-28","NIAGARA REGION",2246,"2 Congregate Living",2
"2021-03-28","NIAGARA REGION",2246,"3 Education",10
"2021-03-28","NIAGARA REGION",2246,"4 Workplace",8
"2021-03-28","NIAGARA REGION",2246,"6 Other/Unknown",1
"2021-03-28","NORTHWESTERN",2249,"1 Congregate Care",1
"2021-03-28","NORTHWESTERN",2249,"4 Workplace",1
"2021-03-28","NORTHWESTERN",2249,"5 Recreational",2
"2021-03-28","OXFORD ELGIN-ST.THOMAS",4913,"2 Congregate Living",2
"2021-03-28","OXFORD ELGIN-ST.THOMAS",4913,"3 Education",3
"2021-03-28","OXFORD ELGIN-ST.THOMAS",4913,"4 Workplace",4
"2021-03-28","PEEL REGION",2253,"1 Congregate Care",6
"2021-03-28","PEEL REGION",2253,"2 Congregate Living",11
"2021-03-28","PEEL REGION",2253,"3 Education",30
"2021-03-28","PEEL REGION",2253,"4 Workplace",31
"2021-03-28","PEEL REGION",2253,"5 Recreational",6
"2021-03-28","PEEL REGION",2253,"6 Other/Unknown",2
"2021-03-28","PETERBOROUGH COUNTY-CITY",2255,"1 Congregate Care",1
"2021-03-28","PETERBOROUGH COUNTY-CITY",2255,"2 Congregate Living",1
"2021-03-28","PETERBOROUGH COUNTY-CITY",2255,"3 Education",1
"2021-03-28","RENFREW COUNTY AND DISTRICT",2257,"1 Congregate Care",2
"2021-03-28","RENFREW COUNTY AND DISTRICT",2257,"5 Recreational",1
"2021-03-28","SIMCOE MUSKOKA DISTRICT",2260,"1 Congregate Care",1
"2021-03-28","SIMCOE MUSKOKA DISTRICT",2260,"2 Congregate Living",2
"2021-03-28","SIMCOE MUSKOKA DISTRICT",2260,"3 Education",3
"2021-03-28","SIMCOE MUSKOKA DISTRICT",2260,"4 Workplace",3
"2021-03-28","SUDBURY AND DISTRICT",2261,"1 Congregate Care",4
"2021-03-28","SUDBURY AND DISTRICT",2261,"2 Congregate Living",2
"2021-03-28","SUDBURY AND DISTRICT",2261,"3 Education",3
"2021-03-28","SUDBURY AND DISTRICT",2261,"4 Workplace",7
"2021-03-28","SUDBURY AND DISTRICT",2261,"5 Recreational",2
"2021-03-28","SUDBURY AND DISTRICT",2261,"6 Other/Unknown",3
"2021-03-28","THUNDER BAY DISTRICT",2262,"1 Congregate Care",5
"2021-03-28","THUNDER BAY DISTRICT",2262,"4 Workplace",2
"2021-03-28","THUNDER BAY DISTRICT",2262,"5 Recreational",2
"2021-03-28","TIMISKAMING",2263,"1 Congregate Care",1
"2021-03-28","TORONTO",3895,"1 Congregate Care",18
"2021-03-28","TORONTO",3895,"2 Congregate Living",17
"2021-03-28","TORONTO",3895,"3 Education",84
"2021-03-28","TORONTO",3895,"4 Workplace",39
"2021-03-28","TORONTO",3895,"5 Recreational",2
"2021-03-28","TORONTO",3895,"6 Other/Unknown",4
"2021-03-28","WATERLOO REGION",2265,"1 Congregate Care",7
"2021-03-28","WATERLOO REGION",2265,"2 Congregate Living",1
"2021-03-28","WATERLOO REGION",2265,"3 Education",5
"2021-03-28","WATERLOO REGION",2265,"4 Workplace",2
"2021-03-28","WELLINGTON-DUFFERIN-GUELPH",2266,"1 Congregate Care",4
"2021-03-28","WELLINGTON-DUFFERIN-GUELPH",2266,"2 Congregate Living",2
"2021-03-28","WELLINGTON-DUFFERIN-GUELPH",2266,"3 Education",1
"2021-03-28","WELLINGTON-DUFFERIN-GUELPH",2266,"4 Workplace",4
"2021-03-28","WINDSOR-ESSEX COUNTY",2268,"2 Congregate Living",5
"2021-03-28","WINDSOR-ESSEX COUNTY",2268,"3 Education",1
"2021-03-28","WINDSOR-ESSEX COUNTY",2268,"4 Workplace",6
"2021-03-28","YORK REGION",2270,"1 Congregate Care",10
"2021-03-28","YORK REGION",2270,"2 Congregate Living",6
"2021-03-28","YORK REGION",2270,"3 Education",17
"2021-03-28","YORK REGION",2270,"4 Workplace",24
"2021-03-28","YORK REGION",2270,"5 Recreational",4
"2021-03-28","YORK REGION",2270,"6 Other/Unknown",5
"2021-03-29","ALGOMA DISTRICT",2226,"1 Congregate Care",1
"2021-03-29","ALGOMA DISTRICT",2226,"3 Education",1
"2021-03-29","ALGOMA DISTRICT",2226,"5 Recreational",1
"2021-03-29","BRANT COUNTY",2227,"1 Congregate Care",1
"2021-03-29","BRANT COUNTY",2227,"3 Education",4
"2021-03-29","BRANT COUNTY",2227,"4 Workplace",3
"2021-03-29","BRANT COUNTY",2227,"5 Recreational",1
"2021-03-29","CHATHAM-KENT",2240,"1 Congregate Care",1
"2021-03-29","CHATHAM-KENT",2240,"3 Education",1
"2021-03-29","CHATHAM-KENT",2240,"5 Recreational",1
"2021-03-29","CITY OF HAMILTON",2237,"1 Congregate Care",14
"2021-03-29","CITY OF HAMILTON",2237,"2 Congregate Living",8
"2021-03-29","CITY OF HAMILTON",2237,"3 Education",11
"2021-03-29","CITY OF HAMILTON",2237,"4 Workplace",3
"2021-03-29","CITY OF HAMILTON",2237,"5 Recreational",4
"2021-03-29","CITY OF OTTAWA",2251,"1 Congregate Care",23
"2021-03-29","CITY OF OTTAWA",2251,"2 Congregate Living",4
"2021-03-29","CITY OF OTTAWA",2251,"3 Education",9
"2021-03-29","CITY OF OTTAWA",2251,"4 Workplace",4
"2021-03-29","CITY OF OTTAWA",2251,"5 Recreational",3
"2021-03-29","DURHAM REGION",2230,"1 Congregate Care",5
"2021-03-29","DURHAM REGION",2230,"2 Congregate Living",1
"2021-03-29","DURHAM REGION",2230,"3 Education",16
"2021-03-29","DURHAM REGION",2230,"4 Workplace",7
"2021-03-29","DURHAM REGION",2230,"5 Recreational",4
"2021-03-29","EASTERN ONTARIO",2258,"1 Congregate Care",9
"2021-03-29","EASTERN ONTARIO",2258,"2 Congregate Living",1
"2021-03-29","EASTERN ONTARIO",2258,"3 Education",3
"2021-03-29","EASTERN ONTARIO",2258,"4 Workplace",3
"2021-03-29","GREY BRUCE",2233,"1 Congregate Care",1
"2021-03-29","GREY BRUCE",2233,"5 Recreational",1
"2021-03-29","HALDIMAND-NORFOLK",2234,"2 Congregate Living",1
"2021-03-29","HALDIMAND-NORFOLK",2234,"3 Education",1
"2021-03-29","HALDIMAND-NORFOLK",2234,"6 Other/Unknown",1
"2021-03-29","HALTON REGION",2236,"1 Congregate Care",2
"2021-03-29","HALTON REGION",2236,"2 Congregate Living",2
"2021-03-29","HALTON REGION",2236,"3 Education",3
"2021-03-29","HALTON REGION",2236,"4 Workplace",7
"2021-03-29","HALTON REGION",2236,"5 Recreational",2
"2021-03-29","HURON PERTH",5183,"1 Congregate Care",1
"2021-03-29","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"1 Congregate Care",1
"2021-03-29","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"2 Congregate Living",2
"2021-03-29","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"3 Education",1
"2021-03-29","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"4 Workplace",2
"2021-03-29","LAMBTON COUNTY",2242,"1 Congregate Care",5
"2021-03-29","LAMBTON COUNTY",2242,"2 Congregate Living",1
"2021-03-29","LAMBTON COUNTY",2242,"3 Education",7
"2021-03-29","LAMBTON COUNTY",2242,"4 Workplace",3
"2021-03-29","LAMBTON COUNTY",2242,"6 Other/Unknown",1
"2021-03-29","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"1 Congregate Care",2
"2021-03-29","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"3 Education",3
"2021-03-29","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"4 Workplace",2
"2021-03-29","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"5 Recreational",1
"2021-03-29","MIDDLESEX-LONDON",2244,"1 Congregate Care",8
"2021-03-29","MIDDLESEX-LONDON",2244,"2 Congregate Living",3
"2021-03-29","MIDDLESEX-LONDON",2244,"3 Education",2
"2021-03-29","MIDDLESEX-LONDON",2244,"4 Workplace",4
"2021-03-29","MIDDLESEX-LONDON",2244,"5 Recreational",3
"2021-03-29","MIDDLESEX-LONDON",2244,"6 Other/Unknown",1
"2021-03-29","NIAGARA REGION",2246,"1 Congregate Care",2
"2021-03-29","NIAGARA REGION",2246,"2 Congregate Living",2
"2021-03-29","NIAGARA REGION",2246,"3 Education",9
"2021-03-29","NIAGARA REGION",2246,"4 Workplace",8
"2021-03-29","NIAGARA REGION",2246,"6 Other/Unknown",2
"2021-03-29","NORTHWESTERN",2249,"1 Congregate Care",1
"2021-03-29","NORTHWESTERN",2249,"4 Workplace",1
"2021-03-29","NORTHWESTERN",2249,"5 Recreational",2
"2021-03-29","OXFORD ELGIN-ST.THOMAS",4913,"2 Congregate Living",2
"2021-03-29","OXFORD ELGIN-ST.THOMAS",4913,"3 Education",3
"2021-03-29","OXFORD ELGIN-ST.THOMAS",4913,"4 Workplace",4
"2021-03-29","PEEL REGION",2253,"1 Congregate Care",6
"2021-03-29","PEEL REGION",2253,"2 Congregate Living",11
"2021-03-29","PEEL REGION",2253,"3 Education",30
"2021-03-29","PEEL REGION",2253,"4 Workplace",31
"2021-03-29","PEEL REGION",2253,"5 Recreational",6
"2021-03-29","PEEL REGION",2253,"6 Other/Unknown",2
"2021-03-29","PETERBOROUGH COUNTY-CITY",2255,"1 Congregate Care",1
"2021-03-29","PETERBOROUGH COUNTY-CITY",2255,"2 Congregate Living",1
"2021-03-29","PETERBOROUGH COUNTY-CITY",2255,"3 Education",1
"2021-03-29","RENFREW COUNTY AND DISTRICT",2257,"1 Congregate Care",2
"2021-03-29","RENFREW COUNTY AND DISTRICT",2257,"5 Recreational",1
"2021-03-29","SIMCOE MUSKOKA DISTRICT",2260,"1 Congregate Care",1
"2021-03-29","SIMCOE MUSKOKA DISTRICT",2260,"2 Congregate Living",2
"2021-03-29","SIMCOE MUSKOKA DISTRICT",2260,"3 Education",3
"2021-03-29","SIMCOE MUSKOKA DISTRICT",2260,"4 Workplace",3
"2021-03-29","SUDBURY AND DISTRICT",2261,"1 Congregate Care",3
"2021-03-29","SUDBURY AND DISTRICT",2261,"2 Congregate Living",2
"2021-03-29","SUDBURY AND DISTRICT",2261,"3 Education",3
"2021-03-29","SUDBURY AND DISTRICT",2261,"4 Workplace",7
"2021-03-29","SUDBURY AND DISTRICT",2261,"5 Recreational",2
"2021-03-29","SUDBURY AND DISTRICT",2261,"6 Other/Unknown",3
"2021-03-29","THUNDER BAY DISTRICT",2262,"1 Congregate Care",5
"2021-03-29","THUNDER BAY DISTRICT",2262,"4 Workplace",2
"2021-03-29","THUNDER BAY DISTRICT",2262,"5 Recreational",2
"2021-03-29","TIMISKAMING",2263,"1 Congregate Care",1
"2021-03-29","TORONTO",3895,"1 Congregate Care",18
"2021-03-29","TORONTO",3895,"2 Congregate Living",17
"2021-03-29","TORONTO",3895,"3 Education",83
"2021-03-29","TORONTO",3895,"4 Workplace",35
"2021-03-29","TORONTO",3895,"5 Recreational",2
"2021-03-29","TORONTO",3895,"6 Other/Unknown",3
"2021-03-29","WATERLOO REGION",2265,"1 Congregate Care",7
"2021-03-29","WATERLOO REGION",2265,"2 Congregate Living",1
"2021-03-29","WATERLOO REGION",2265,"3 Education",6
"2021-03-29","WATERLOO REGION",2265,"4 Workplace",2
"2021-03-29","WELLINGTON-DUFFERIN-GUELPH",2266,"1 Congregate Care",4
"2021-03-29","WELLINGTON-DUFFERIN-GUELPH",2266,"2 Congregate Living",2
"2021-03-29","WELLINGTON-DUFFERIN-GUELPH",2266,"3 Education",1
"2021-03-29","WELLINGTON-DUFFERIN-GUELPH",2266,"4 Workplace",4
"2021-03-29","WINDSOR-ESSEX COUNTY",2268,"2 Congregate Living",5
"2021-03-29","WINDSOR-ESSEX COUNTY",2268,"3 Education",1
"2021-03-29","WINDSOR-ESSEX COUNTY",2268,"4 Workplace",6
"2021-03-29","YORK REGION",2270,"1 Congregate Care",10
"2021-03-29","YORK REGION",2270,"2 Congregate Living",6
"2021-03-29","YORK REGION",2270,"3 Education",17
"2021-03-29","YORK REGION",2270,"4 Workplace",25
"2021-03-29","YORK REGION",2270,"5 Recreational",4
"2021-03-29","YORK REGION",2270,"6 Other/Unknown",6
"2021-03-30","ALGOMA DISTRICT",2226,"1 Congregate Care",1
"2021-03-30","ALGOMA DISTRICT",2226,"3 Education",1
"2021-03-30","ALGOMA DISTRICT",2226,"5 Recreational",1
"2021-03-30","BRANT COUNTY",2227,"1 Congregate Care",1
"2021-03-30","BRANT COUNTY",2227,"3 Education",4
"2021-03-30","BRANT COUNTY",2227,"4 Workplace",3
"2021-03-30","BRANT COUNTY",2227,"5 Recreational",1
"2021-03-30","CHATHAM-KENT",2240,"1 Congregate Care",1
"2021-03-30","CHATHAM-KENT",2240,"3 Education",1
"2021-03-30","CITY OF HAMILTON",2237,"1 Congregate Care",14
"2021-03-30","CITY OF HAMILTON",2237,"2 Congregate Living",8
"2021-03-30","CITY OF HAMILTON",2237,"3 Education",12
"2021-03-30","CITY OF HAMILTON",2237,"4 Workplace",3
"2021-03-30","CITY OF HAMILTON",2237,"5 Recreational",3
"2021-03-30","CITY OF OTTAWA",2251,"1 Congregate Care",21
"2021-03-30","CITY OF OTTAWA",2251,"2 Congregate Living",4
"2021-03-30","CITY OF OTTAWA",2251,"3 Education",10
"2021-03-30","CITY OF OTTAWA",2251,"4 Workplace",3
"2021-03-30","CITY OF OTTAWA",2251,"5 Recreational",5
"2021-03-30","DURHAM REGION",2230,"1 Congregate Care",5
"2021-03-30","DURHAM REGION",2230,"2 Congregate Living",1
"2021-03-30","DURHAM REGION",2230,"3 Education",19
"2021-03-30","DURHAM REGION",2230,"4 Workplace",8
"2021-03-30","DURHAM REGION",2230,"5 Recreational",4
"2021-03-30","EASTERN ONTARIO",2258,"1 Congregate Care",8
"2021-03-30","EASTERN ONTARIO",2258,"2 Congregate Living",1
"2021-03-30","EASTERN ONTARIO",2258,"3 Education",4
"2021-03-30","EASTERN ONTARIO",2258,"4 Workplace",3
"2021-03-30","GREY BRUCE",2233,"1 Congregate Care",1
"2021-03-30","GREY BRUCE",2233,"5 Recreational",1
"2021-03-30","HALDIMAND-NORFOLK",2234,"2 Congregate Living",1
"2021-03-30","HALDIMAND-NORFOLK",2234,"3 Education",1
"2021-03-30","HALDIMAND-NORFOLK",2234,"6 Other/Unknown",1
"2021-03-30","HALTON REGION",2236,"1 Congregate Care",2
"2021-03-30","HALTON REGION",2236,"2 Congregate Living",2
"2021-03-30","HALTON REGION",2236,"3 Education",3
"2021-03-30","HALTON REGION",2236,"4 Workplace",6
"2021-03-30","HALTON REGION",2236,"5 Recreational",2
"2021-03-30","HURON PERTH",5183,"1 Congregate Care",1
"2021-03-30","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"1 Congregate Care",1
"2021-03-30","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"2 Congregate Living",2
"2021-03-30","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"3 Education",1
"2021-03-30","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"4 Workplace",2
"2021-03-30","LAMBTON COUNTY",2242,"1 Congregate Care",4
"2021-03-30","LAMBTON COUNTY",2242,"2 Congregate Living",1
"2021-03-30","LAMBTON COUNTY",2242,"3 Education",6
"2021-03-30","LAMBTON COUNTY",2242,"4 Workplace",3
"2021-03-30","LAMBTON COUNTY",2242,"5 Recreational",1
"2021-03-30","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"1 Congregate Care",1
"2021-03-30","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"3 Education",3
"2021-03-30","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"4 Workplace",2
"2021-03-30","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"5 Recreational",2
"2021-03-30","MIDDLESEX-LONDON",2244,"1 Congregate Care",8
"2021-03-30","MIDDLESEX-LONDON",2244,"2 Congregate Living",3
"2021-03-30","MIDDLESEX-LONDON",2244,"3 Education",2
"2021-03-30","MIDDLESEX-LONDON",2244,"4 Workplace",5
"2021-03-30","MIDDLESEX-LONDON",2244,"5 Recreational",3
"2021-03-30","MIDDLESEX-LONDON",2244,"6 Other/Unknown",1
"2021-03-30","NIAGARA REGION",2246,"1 Congregate Care",3
"2021-03-30","NIAGARA REGION",2246,"2 Congregate Living",2
"2021-03-30","NIAGARA REGION",2246,"3 Education",9
"2021-03-30","NIAGARA REGION",2246,"4 Workplace",9
"2021-03-30","NIAGARA REGION",2246,"6 Other/Unknown",1
"2021-03-30","NORTHWESTERN",2249,"1 Congregate Care",1
"2021-03-30","NORTHWESTERN",2249,"4 Workplace",2
"2021-03-30","NORTHWESTERN",2249,"5 Recreational",1
"2021-03-30","OXFORD ELGIN-ST.THOMAS",4913,"2 Congregate Living",3
"2021-03-30","OXFORD ELGIN-ST.THOMAS",4913,"3 Education",2
"2021-03-30","OXFORD ELGIN-ST.THOMAS",4913,"4 Workplace",4
"2021-03-30","PEEL REGION",2253,"1 Congregate Care",6
"2021-03-30","PEEL REGION",2253,"2 Congregate Living",11
"2021-03-30","PEEL REGION",2253,"3 Education",30
"2021-03-30","PEEL REGION",2253,"4 Workplace",29
"2021-03-30","PEEL REGION",2253,"5 Recreational",5
"2021-03-30","PEEL REGION",2253,"6 Other/Unknown",1
"2021-03-30","PETERBOROUGH COUNTY-CITY",2255,"1 Congregate Care",1
"2021-03-30","PETERBOROUGH COUNTY-CITY",2255,"3 Education",1
"2021-03-30","RENFREW COUNTY AND DISTRICT",2257,"1 Congregate Care",2
"2021-03-30","RENFREW COUNTY AND DISTRICT",2257,"5 Recreational",1
"2021-03-30","SIMCOE MUSKOKA DISTRICT",2260,"1 Congregate Care",3
"2021-03-30","SIMCOE MUSKOKA DISTRICT",2260,"2 Congregate Living",2
"2021-03-30","SIMCOE MUSKOKA DISTRICT",2260,"3 Education",4
"2021-03-30","SIMCOE MUSKOKA DISTRICT",2260,"4 Workplace",3
"2021-03-30","SUDBURY AND DISTRICT",2261,"1 Congregate Care",3
"2021-03-30","SUDBURY AND DISTRICT",2261,"2 Congregate Living",2
"2021-03-30","SUDBURY AND DISTRICT",2261,"3 Education",3
"2021-03-30","SUDBURY AND DISTRICT",2261,"4 Workplace",11
"2021-03-30","SUDBURY AND DISTRICT",2261,"5 Recreational",2
"2021-03-30","THUNDER BAY DISTRICT",2262,"1 Congregate Care",5
"2021-03-30","THUNDER BAY DISTRICT",2262,"4 Workplace",2
"2021-03-30","THUNDER BAY DISTRICT",2262,"5 Recreational",2
"2021-03-30","TIMISKAMING",2263,"1 Congregate Care",1
"2021-03-30","TORONTO",3895,"1 Congregate Care",18
"2021-03-30","TORONTO",3895,"2 Congregate Living",18
"2021-03-30","TORONTO",3895,"3 Education",81
"2021-03-30","TORONTO",3895,"4 Workplace",37
"2021-03-30","TORONTO",3895,"5 Recreational",2
"2021-03-30","WATERLOO REGION",2265,"1 Congregate Care",7
"2021-03-30","WATERLOO REGION",2265,"2 Congregate Living",1
"2021-03-30","WATERLOO REGION",2265,"3 Education",6
"2021-03-30","WATERLOO REGION",2265,"4 Workplace",2
"2021-03-30","WELLINGTON-DUFFERIN-GUELPH",2266,"1 Congregate Care",4
"2021-03-30","WELLINGTON-DUFFERIN-GUELPH",2266,"2 Congregate Living",2
"2021-03-30","WELLINGTON-DUFFERIN-GUELPH",2266,"3 Education",1
"2021-03-30","WELLINGTON-DUFFERIN-GUELPH",2266,"4 Workplace",4
"2021-03-30","WINDSOR-ESSEX COUNTY",2268,"2 Congregate Living",5
"2021-03-30","WINDSOR-ESSEX COUNTY",2268,"3 Education",1
"2021-03-30","WINDSOR-ESSEX COUNTY",2268,"4 Workplace",6
"2021-03-30","YORK REGION",2270,"1 Congregate Care",10
"2021-03-30","YORK REGION",2270,"2 Congregate Living",7
"2021-03-30","YORK REGION",2270,"3 Education",18
"2021-03-30","YORK REGION",2270,"4 Workplace",28
"2021-03-30","YORK REGION",2270,"5 Recreational",4
"2021-03-30","YORK REGION",2270,"6 Other/Unknown",2
"2021-03-31","ALGOMA DISTRICT",2226,"1 Congregate Care",1
"2021-03-31","ALGOMA DISTRICT",2226,"3 Education",1
"2021-03-31","ALGOMA DISTRICT",2226,"5 Recreational",1
"2021-03-31","BRANT COUNTY",2227,"1 Congregate Care",1
"2021-03-31","BRANT COUNTY",2227,"3 Education",4
"2021-03-31","BRANT COUNTY",2227,"4 Workplace",3
"2021-03-31","BRANT COUNTY",2227,"5 Recreational",1
"2021-03-31","CHATHAM-KENT",2240,"1 Congregate Care",1
"2021-03-31","CHATHAM-KENT",2240,"3 Education",1
"2021-03-31","CHATHAM-KENT",2240,"4 Workplace",1
"2021-03-31","CITY OF HAMILTON",2237,"1 Congregate Care",14
"2021-03-31","CITY OF HAMILTON",2237,"2 Congregate Living",7
"2021-03-31","CITY OF HAMILTON",2237,"3 Education",14
"2021-03-31","CITY OF HAMILTON",2237,"4 Workplace",3
"2021-03-31","CITY OF HAMILTON",2237,"5 Recreational",3
"2021-03-31","CITY OF OTTAWA",2251,"1 Congregate Care",21
"2021-03-31","CITY OF OTTAWA",2251,"2 Congregate Living",5
"2021-03-31","CITY OF OTTAWA",2251,"3 Education",10
"2021-03-31","CITY OF OTTAWA",2251,"4 Workplace",3
"2021-03-31","CITY OF OTTAWA",2251,"5 Recreational",6
"2021-03-31","DURHAM REGION",2230,"1 Congregate Care",6
"2021-03-31","DURHAM REGION",2230,"2 Congregate Living",2
"2021-03-31","DURHAM REGION",2230,"3 Education",24
"2021-03-31","DURHAM REGION",2230,"4 Workplace",9
"2021-03-31","DURHAM REGION",2230,"5 Recreational",4
"2021-03-31","EASTERN ONTARIO",2258,"1 Congregate Care",8
"2021-03-31","EASTERN ONTARIO",2258,"2 Congregate Living",1
"2021-03-31","EASTERN ONTARIO",2258,"3 Education",4
"2021-03-31","EASTERN ONTARIO",2258,"4 Workplace",3
"2021-03-31","GREY BRUCE",2233,"1 Congregate Care",1
"2021-03-31","GREY BRUCE",2233,"5 Recreational",4
"2021-03-31","HALDIMAND-NORFOLK",2234,"2 Congregate Living",1
"2021-03-31","HALDIMAND-NORFOLK",2234,"3 Education",1
"2021-03-31","HALTON REGION",2236,"1 Congregate Care",2
"2021-03-31","HALTON REGION",2236,"2 Congregate Living",2
"2021-03-31","HALTON REGION",2236,"3 Education",3
"2021-03-31","HALTON REGION",2236,"4 Workplace",6
"2021-03-31","HALTON REGION",2236,"5 Recreational",2
"2021-03-31","HASTINGS & PRINCE EDWARD COUNTIES",2238,"4 Workplace",1
"2021-03-31","HURON PERTH",5183,"1 Congregate Care",1
"2021-03-31","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"1 Congregate Care",1
"2021-03-31","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"2 Congregate Living",2
